gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
C1orf105	135244	400	11	80214	20010	0	0	1	0	19	4	1056934	1	1
C1orf106	545933	437	12	265582	87638	0	0	0	0	29	3	1805308	1	1
C1orf107	221666	464	7	320102	83056	0	0	0	0	50	6	3423450	1	1
C1orf109	445023	375	27	84912	24360	0	0	0	0	50	6	3147254	1	1
C1orf111	363646	391	1	108982	29522	0	0	1	0	10	3	581508	1	1
C1orf112	212980	614	8	365226	96222	0	0	1	0	50	13	3646750	1	1
C1orf113	685495	212	32	313432	92858	0	0	0	0	50	7	3080496	1	1
C1orf114	286300	491	7	217384	51794	0	0	0	0	50	11	3465500	1	1
C1orf115	447403	520	-11	56086	19256	0	0	0	0	50	17	3744538	1	1
C1orf122	445096	375	33	44834	15196	0	0	0	0	50	10	3224510	1	1
C1orf123	527317	391	27	72268	16994	0	0	0	0	50	14	3460280	1	1
C1orf124	377235	569	2	209380	54926	0	0	0	0	50	13	3984542	1	1
C1orf125	495704	593	-2	447412	106778	0	0	0	0	50	15	3854100	1	1
C1orf127	702484	307	33	329208	109272	0	0	0	0	50	10	4146826	1	1
C1orf128	903441	254	32	90016	24128	0	0	0	0	50	8	2958348	1	1
C1orf129	385644	965	-9	387034	99122	0	0	0	0	48	18	3017508	1	1
C1orf130	468063	348	28	42456	13398	0	0	0	0	50	11	3269112	1	1
C1orf135	746382	372	24	148712	39556	0	0	0	0	50	9	4709484	1	1
C1orf14	757638	424	20	272890	74762	0	0	0	0	50	6	3649418	1	1
C1orf141	444524	673	-5	171796	41702	0	0	1	0	50	17	3327924	1	1
C1orf144	783285	176	42	65598	16356	0	0	0	0	50	13	3776032	1	1
C1orf146	304492	524	-3	78358	19604	0	0	0	0	50	8	3733924	1	1
C1orf150	204354	957	-25	60088	14036	0	0	0	0	50	40	4206508	1	1
C1orf151	775439	271	32	35380	8294	0	0	0	0	50	7	3564042	1	1
C1orf156	244851	614	10	154454	40600	0	0	0	0	50	12	3451174	1	1
C1orf158	141239	571	18	81838	22040	0	0	0	0	50	9	2867578	1	1
C1orf159	2134483	234	21	84506	24940	0	0	0	0	50	9	3489744	1	1
C1orf161	591845	538	12	151438	41528	0	0	0	0	50	16	3471474	1	1
C1orf163	678946	261	27	98716	24128	0	0	0	0	50	14	3787052	1	1
C1orf172	1025094	188	34	160138	50228	0	0	0	0	50	11	3008112	1	1
C1orf173	101813	1070	-14	635564	173362	0	0	0	0	3	0	407856	1	1
C1orf174	248975	412	20	100514	28942	0	0	0	0	50	7	3101376	1	1
C1orf175	652892	415	15	544968	161820	0	0	0	0	50	5	3216854	1	1
C1orf182	2199280	201	27	52896	14616	0	0	0	0	50	13	4013890	1	1
C1orf183	346154	440	31	122380	36656	0	0	0	0	50	8	3902414	1	1
C1orf185	NaN	NaN	NaN	85318	21866	0	0	0	0	50	31	6480978	1	1
C1orf186	755856	400	10	74994	18792	0	0	0	0	50	13	2721824	1	1
C1orf187	682357	264	32	143086	43790	0	0	0	0	50	11	3504998	1	1
C1orf189	2028928	185	35	45762	10266	0	0	0	0	50	5	2762830	1	1
C1orf190	908945	190	29	95816	30508	0	0	0	0	50	15	4178726	1	1
C1orf192	751212	293	30	74182	21866	0	0	0	0	50	7	3596696	1	1
C1orf194	989913	215	18	67744	17864	0	0	0	0	50	6	2807896	1	1
C1orf198	446793	592	12	133864	39788	0	0	0	0	50	15	3540842	1	1
C1orf201	748641	197	26	121626	33234	0	0	0	0	50	12	4038366	1	1
C1orf204	NaN	NaN	NaN	97324	29522	0	0	0	0	50	31	6488634	1	1
C1orf21	258985	642	-7	54926	11542	0	0	0	0	11	5	1097302	1	1
C1orf210	1091212	264	30	45704	15196	0	0	0	0	50	8	3479710	1	1
C1orf212	NaN	NaN	NaN	38222	11020	0	0	0	0	31	9	2857022	1	1
C1orf213	1032187	163	25	61944	19488	0	0	0	0	50	6	3454596	1	1
C1orf216	1177566	325	35	93032	27724	0	0	0	0	50	6	3285120	1	1
C1orf223	NaN	NaN	NaN	83868	24882	0	0	0	0	50	31	6483994	1	1
C1orf226	363646	391	1	126556	40484	0	0	0	0	50	10	3191566	1	1
C1orf227	326908	445	13	43036	10382	0	0	0	0	50	13	2995816	1	1
C1orf228	NaN	NaN	NaN	186412	51446	0	0	0	0	50	31	6510558	1	1
C1orf229	NaN	NaN	NaN	88450	35786	0	0	0	0	50	31	6494898	1	1
C1orf230	NaN	NaN	NaN	41064	10266	0	0	0	0	31	9	2856268	1	1
C1orf25	344321	458	-3	310996	81896	0	0	0	0	50	9	3857000	1	1
C1orf26	333911	535	-7	388600	94250	0	0	0	0	50	15	3236574	1	1
C1orf27	277882	399	-14	196910	49648	0	0	0	0	50	7	2962524	1	1
C1orf31	247580	299	10	53882	13630	0	0	0	0	50	12	3258730	1	1
C1orf35	702621	391	5	112578	30450	0	0	0	0	50	13	2771994	1	1
C1orf38	804118	218	23	264538	75458	0	0	0	0	50	4	2885558	1	1
C1orf43	2028928	185	35	107416	30044	0	0	0	0	50	5	2762830	1	1
C1orf49	341211	348	-10	120292	28478	0	0	0	0	50	10	3198932	1	1
C1orf50	820426	426	30	83984	23548	0	0	0	0	50	4	3689264	1	1
C1orf51	1213150	197	38	156078	48198	0	0	0	0	50	6	3433020	1	1
C1orf52	348743	384	3	77430	19836	0	0	0	0	50	9	3283090	1	1
C1orf53	98527	448	-18	59740	18212	0	0	0	0	50	11	2952606	1	1
C1orf55	923085	239	20	188848	51620	0	0	0	0	38	3	2519578	1	1
C1orf57	141149	615	-2	79228	23606	0	0	0	0	50	15	3313888	1	1
C1orf58	221959	236	-1	178524	45240	0	0	0	0	50	11	3466486	1	1
C1orf59	679610	225	3	165242	45298	0	0	0	0	50	12	3699762	1	1
C1orf61	2199280	201	27	66410	19024	0	0	0	0	50	13	4013890	1	1
C1orf63	613835	460	36	116986	37700	0	0	0	0	50	11	3876836	1	1
C1orf65	368078	600	-10	250850	75052	0	0	0	0	50	5	2292914	1	1
C1orf66	1750604	179	45	199346	53998	0	0	0	0	50	3	2993670	1	1
C1orf68	NaN	NaN	NaN	101210	29812	0	0	0	0	50	31	6488924	1	1
C1orf69	702358	341	15	137982	50112	0	0	0	0	50	3	2808766	1	1
C1orf70	NaN	NaN	NaN	73022	20242	0	0	0	0	50	31	6479354	1	1
C1orf77	1656449	183	40	100108	33350	0	0	0	0	50	8	3467066	1	1
C1orf83	446494	225	28	87928	23954	0	0	0	0	50	9	3293646	1	1
C1orf84	1088321	252	27	74414	22156	0	0	0	0	50	9	3614444	1	1
C1orf85	2266205	211	33	162342	53940	0	0	0	0	50	14	3608064	1	1
C1orf86	849779	293	25	141230	30334	0	0	0	0	50	5	3697036	1	1
C1orf87	66197	942	-13	232522	60668	0	0	0	0	50	19	4387236	1	1
C1orf88	398726	559	15	83172	20880	0	0	0	0	50	10	3433774	1	1
C1orf89	824719	186	40	104690	33292	0	0	0	0	50	9	2854528	1	1
C1orf9	116362	506	10	530352	140766	0	0	0	0	27	9	2253822	1	1
C1orf91	1460758	218	29	58580	18502	0	0	0	0	50	6	3532896	1	1
C1orf92	1172126	244	39	233508	68556	0	0	0	0	50	13	3327228	1	1
C1orf93	323457	335	30	83172	25230	0	0	0	0	50	5	3280770	1	1
C1orf94	28616	907	16	243948	72906	0	0	2	0	46	30	3406514	1	1
C1orf95	608933	509	12	58638	17574	0	0	0	0	50	11	3618678	1	1
C1orf96	285692	361	9	111360	32190	0	0	0	0	50	15	3871964	1	1
C2	2400153	188	35	355888	97208	0	0	0	0	50	9	3109902	1	1
C20orf103	74540	807	-42	118436	31726	0	0	0	0	50	16	3858160	1	1
C20orf106	264053	455	-17	72384	19488	0	0	0	0	50	14	3412256	1	1
C20orf107	273023	455	-27	71572	19604	0	0	0	0	50	19	4039178	1	1
C20orf108	254679	672	-43	76212	26274	0	0	0	0	50	29	4397560	1	1
C20orf11	961230	336	40	97614	24708	0	0	0	0	50	8	3752020	1	1
C20orf111	515643	367	28	119596	35438	0	0	0	0	50	9	3273868	1	1
C20orf112	677178	310	61	180380	52606	0	0	0	0	50	4	2842928	1	1
C20orf114	478384	482	27	202884	60726	0	0	0	0	50	12	4159354	1	1
C20orf117	802783	231	67	677614	210134	0	0	0	0	11	1	741704	1	1
C20orf118	817783	225	47	91524	25752	0	0	0	0	50	5	4174782	1	1
C20orf12	414892	436	2	319638	87348	0	0	0	0	50	4	3345440	1	1
C20orf123	NaN	NaN	NaN	219008	78706	0	0	0	0	50	31	6537818	1	1
C20orf132	808071	360	45	439466	123250	0	0	0	0	27	10	2540052	1	1
C20orf134	NaN	NaN	NaN	95120	33292	0	0	0	0	50	31	6492404	1	1
C20orf135	1123741	206	44	182178	63510	0	0	0	0	50	8	3406572	1	1
C20orf141	796251	438	41	63800	23896	0	0	0	0	50	8	3104566	1	1
C20orf144	NaN	NaN	NaN	60900	20880	0	0	0	0	50	31	6479992	1	1
C20orf151	1190462	205	28	269468	86710	0	0	0	0	44	7	2886486	1	1
C20orf152	1308823	144	53	245108	62002	0	0	0	0	50	5	3495254	1	1
C20orf160	1022704	386	29	176146	56318	0	0	0	0	50	9	3250204	1	1
C20orf165	725555	209	59	90538	29870	0	0	0	0	50	9	3155432	1	1
C20orf166	1191147	NaN	20	49532	13804	0	0	0	0	50	7	3344048	1	1
C20orf173	NaN	NaN	NaN	86826	22620	0	0	0	0	50	31	6481732	1	1
C20orf177	73597	856	-36	155034	46110	0	0	0	0	50	14	3276362	1	1
C20orf185	515931	491	46	193662	65424	0	0	0	0	50	14	3595362	1	1
C20orf186	515931	491	46	250676	81142	0	0	0	0	50	14	3595362	1	1
C20orf196	365507	199	12	86072	22852	0	0	0	0	50	16	3455524	1	1
C20orf197	73705	930	-58	52606	14384	0	0	0	0	50	26	2995062	1	1
C20orf20	1044503	208	48	87870	22272	0	0	0	0	50	12	3288832	1	1
C20orf201	NaN	NaN	NaN	92568	34278	0	0	0	0	50	31	6493390	1	1
C20orf202	NaN	NaN	NaN	50344	14906	0	0	0	0	50	31	6474018	1	1
C20orf203	NaN	NaN	NaN	77720	25462	0	0	0	0	50	31	6484574	1	1
C20orf24	1019481	176	62	79228	20648	0	0	0	0	50	9	2987812	1	1
C20orf26	228680	750	-3	529888	140012	0	0	0	0	15	3	843784	1	1
C20orf29	740484	241	42	79054	27260	0	0	0	0	50	5	4322450	1	1
C20orf3	545344	676	-29	171912	51678	0	0	0	0	50	7	3136408	1	1
C20orf30	494904	385	26	75284	23896	0	0	0	0	50	9	3262152	1	1
C20orf4	1278077	449	44	157702	45356	0	0	0	0	50	11	3927992	1	1
C20orf43	255083	551	-7	131834	33988	0	0	0	0	50	15	3359186	1	1
C20orf46	442604	527	22	99876	34974	0	0	0	0	50	10	4593716	1	1
C20orf54	764796	557	31	185716	62408	0	0	0	0	4	1	427112	1	1
C20orf7	125337	703	-6	152598	38802	0	0	0	0	50	18	3800218	1	1
C20orf70	418196	491	31	105734	30334	0	0	0	0	50	8	2857312	1	1
C20orf71	478384	482	27	109330	27956	0	0	0	0	50	12	4159354	1	1
C20orf72	756104	499	29	145174	37700	0	0	0	0	50	16	3800334	1	1
C20orf79	256301	699	4	64380	18096	0	0	0	0	50	20	3649418	1	1
C20orf85	372863	576	7	58464	16008	0	0	0	0	50	20	3898702	1	1
C20orf94	165910	412	-17	172144	45878	0	0	0	0	50	10	3259078	1	1
C20orf96	1010597	348	24	158630	38338	0	0	0	0	50	7	3556212	1	1
C21orf2	1153513	308	65	104284	34046	0	0	0	0	50	13	3099868	1	1
C21orf29	860604	461	30	274630	83114	0	0	0	0	50	10	3599480	1	1
C21orf33	879237	219	61	111070	33872	0	0	0	0	50	12	3084382	1	1
C21orf45	436753	379	8	99412	25868	0	0	0	0	50	14	3959138	1	1
C21orf56	758870	488	39	136242	43848	0	0	0	0	50	7	3075450	1	1
C21orf57	940047	624	53	74472	20358	0	0	0	0	50	10	3418810	1	1
C21orf58	940047	624	53	130094	43384	0	0	0	0	50	10	3418810	1	1
C21orf59	265057	182	52	125396	31030	0	0	0	0	50	13	2903190	1	1
C21orf63	268842	162	39	184672	50924	0	0	0	0	50	15	2678846	1	1
C21orf7	316263	146	77	104400	27318	0	0	0	0	50	6	3531852	1	1
C21orf70	746455	191	74	95120	29290	0	0	0	0	50	5	3205022	1	1
C21orf91	113501	686	26	127832	30508	0	0	0	0	50	41	7525674	1	1
C22orf13	480889	194	48	102312	26970	0	0	0	0	50	9	2985608	1	1
C22orf15	637355	196	52	62698	18560	0	0	0	0	50	8	3343410	1	1
C22orf23	1370748	203	50	93554	24418	0	0	1	0	3	1	204218	1	1
C22orf24	531528	344	-1	67106	18328	0	0	0	0	50	10	3237096	1	1
C22orf25	587146	218	50	118320	31842	0	0	0	0	50	5	3098824	1	1
C22orf26	NaN	NaN	NaN	52664	20938	0	0	0	0	50	31	6480050	1	1
C22orf28	392443	401	-6	214310	57478	0	0	0	0	50	7	3538348	1	1
C22orf29	NaN	NaN	NaN	143724	46806	0	0	0	0	50	31	6505918	1	1
C22orf30	547970	268	36	885196	243716	0	0	0	0	38	1	2696768	1	1
C22orf31	759735	335	-19	119596	34046	0	0	0	0	50	11	3505868	1	1
C22orf32	1321127	363	65	44022	14094	0	0	0	0	50	13	2562498	1	1
C22orf33	724899	379	44	119248	31262	0	0	0	0	50	17	4432592	1	1
C22orf36	NaN	NaN	NaN	123192	44196	0	0	0	0	50	31	6503308	1	1
C22orf39	650407	300	16	66294	18966	0	0	0	0	50	9	3317136	1	1
C22orf40	519654	205	31	52490	13978	0	0	0	0	50	13	3134378	1	1
C22orf41	NaN	NaN	NaN	38976	8526	0	0	0	0	31	9	2854528	1	1
C22orf43	604420	399	31	104052	23664	0	0	0	0	50	4	3044710	1	1
C22orf46	NaN	NaN	NaN	98716	29696	0	0	0	0	50	31	6488808	1	1
C22orf9	417645	225	9	182932	49184	0	0	0	0	50	16	3555806	1	1
C2CD2	251773	366	76	286056	86826	0	0	0	0	50	9	3293878	1	1
C2CD4A	125995	446	20	137808	56028	0	0	0	0	50	13	3212272	1	1
C2CD4B	NaN	NaN	NaN	136068	55158	0	0	0	0	50	31	6514270	1	1
C2CD4C	NaN	NaN	NaN	163270	57710	0	0	0	0	50	31	6516822	1	1
C2CD4D	NaN	NaN	NaN	131950	53186	0	0	0	0	50	31	6512298	1	1
C2orf15	NaN	NaN	NaN	52490	14674	0	0	0	0	50	31	6473786	1	1
C2orf18	1266654	231	40	150742	47270	0	0	0	0	50	6	3689148	1	1
C2orf24	773232	177	36	167156	52258	0	0	0	0	50	5	3252582	1	1
C2orf27A	NaN	NaN	NaN	81780	26100	0	0	0	0	50	31	6485212	1	1
C2orf27B	NaN	NaN	NaN	83404	26912	0	0	0	0	50	31	6486024	1	1
C2orf28	1238919	230	39	117508	35438	0	0	0	0	50	7	2974356	1	1
C2orf29	413646	262	19	208974	62292	0	0	0	0	50	6	3452972	1	1
C2orf3	136392	523	4	335994	83346	0	0	0	0	50	12	2732554	1	1
C2orf34	414128	685	26	139026	37062	0	0	0	0	50	8	4138706	1	1
C2orf39	751542	408	42	320218	78068	0	0	0	0	50	12	3687350	1	1
C2orf42	677043	143	42	238264	67454	0	0	0	0	50	8	3418114	1	1
C2orf43	491470	393	16	138736	35612	0	0	0	0	50	13	3463876	1	1
C2orf48	881918	220	41	66642	18966	0	0	0	0	50	10	3996316	1	1
C2orf49	198223	381	8	97440	26622	0	0	0	0	50	6	3071216	1	1
C2orf50	466103	384	26	66758	20416	0	0	0	0	50	11	3343642	1	1
C2orf51	120457	497	2	76270	20300	0	0	0	0	50	15	2757784	1	1
C2orf53	1214097	238	50	158456	57130	0	0	0	0	50	6	3705330	1	1
C2orf54	1187158	297	30	180670	58406	0	0	0	0	50	12	3437660	1	1
C2orf55	493189	692	29	383670	125280	0	0	0	0	1	0	209728	1	1
C2orf56	488101	253	42	185716	51620	0	0	0	0	50	4	2651876	1	1
C2orf57	994385	202	43	156774	50286	0	0	0	0	50	5	3682188	1	1
C2orf60	226122	602	18	137634	33930	0	0	0	0	50	6	3350022	1	1
C2orf61	738157	206	39	107242	29522	0	0	0	0	50	7	3239822	1	1
C2orf62	734742	197	37	164082	45066	0	0	0	0	50	8	3553196	1	1
C2orf63	967446	333	25	252590	61480	0	0	0	0	50	6	3191334	1	1
C2orf64	260302	696	39	32886	8004	0	0	0	0	50	19	3479768	1	1
C2orf65	996981	278	50	221212	62930	0	0	0	0	50	9	3393000	1	1
C2orf66	404194	370	14	48778	14210	0	0	0	0	50	16	3840934	1	1
C2orf67	190249	712	1	419166	106314	0	0	0	0	22	11	2091016	1	1
C2orf68	1158965	170	43	70064	19546	0	0	0	0	50	5	3203514	1	1
C2orf69	214653	674	14	159152	43036	0	0	1	0	50	8	2738064	1	1
C2orf7	536944	452	20	79402	22388	0	0	0	0	50	10	2803894	1	1
C2orf70	931476	428	35	83926	23954	0	0	0	0	50	6	2735048	1	1
C2orf72	NaN	NaN	NaN	112868	43036	0	0	0	0	50	31	6502148	1	1
C2orf73	659505	429	8	121626	31842	0	0	0	0	50	10	3232804	1	1
C2orf74	NaN	NaN	NaN	82476	21402	0	0	0	0	50	31	6480514	1	1
C2orf77	345692	393	35	241280	53302	0	0	0	0	50	10	3446534	1	1
C2orf79	299133	374	39	57304	17690	0	0	0	0	50	9	2850236	1	1
C2orf81	NaN	NaN	NaN	231536	78010	0	0	0	0	50	31	6537122	1	1
C2orf82	NaN	NaN	NaN	47850	17922	0	0	0	0	50	31	6477034	1	1
C2orf83	186199	353	25	76154	21286	0	0	0	0	50	9	3403846	1	1
C2orf84	320978	385	35	89262	22272	0	0	0	0	50	11	3079916	1	1
C2orf85	521265	487	30	227012	73486	0	0	0	0	50	21	4028100	1	1
C2orf86	334800	642	3	321900	84390	0	0	0	0	50	9	2940600	1	1
C2orf88	450974	478	21	40368	9744	0	0	1	0	0	1	9744	1	1
C2orf89	725789	275	5	185948	56434	0	0	0	0	50	11	4597718	1	1
C3orf1	290702	599	38	119538	33930	0	0	0	0	50	14	3156708	1	1
C3orf10	825905	170	39	33060	8352	0	0	0	0	50	9	2842580	1	1
C3orf14	213716	935	-3	56028	14094	0	0	0	0	50	24	3503780	1	1
C3orf15	368404	568	31	328570	84332	0	0	0	0	50	9	3919350	1	1
C3orf16	NaN	NaN	NaN	225040	62930	0	0	0	0	50	31	6522042	1	1
C3orf18	603887	293	52	66932	20764	0	0	0	0	50	6	2487736	1	1
C3orf19	561517	424	39	201956	49648	0	0	0	0	50	11	4371924	1	1
C3orf20	540760	510	41	374680	107474	0	0	1	0	50	13	3958384	1	1
C3orf21	431673	536	46	158862	48894	0	0	0	0	50	15	3348050	1	1
C3orf23	319459	418	27	221966	53128	0	0	0	0	50	8	3519208	1	1
C3orf24	825905	170	39	73138	21170	0	0	0	0	50	9	2842580	1	1
C3orf26	267848	573	10	124758	30102	0	0	0	0	50	14	3281756	1	1
C3orf27	1046071	282	53	58580	19720	0	0	0	0	50	7	3065880	1	1
C3orf31	229249	423	35	134734	35264	0	0	0	0	50	12	3480870	1	1
C3orf32	93870	581	8	149002	42050	0	0	0	0	50	16	3483538	1	1
C3orf33	304724	473	0	106778	27550	0	0	0	0	50	8	4074152	1	1
C3orf34	818753	446	45	72210	16878	0	0	0	0	50	14	3983440	1	1
C3orf35	471302	442	16	86942	26680	0	0	0	0	50	6	2873262	1	1
C3orf36	548078	520	28	63452	23200	0	0	0	0	50	16	3601742	1	1
C3orf37	1033808	136	49	149524	39962	0	0	0	0	50	4	3296140	1	1
C3orf39	331914	493	28	229158	74124	0	0	0	0	50	5	3561374	1	1
C3orf43	1180405	156	30	89262	24360	0	0	0	0	50	5	3279610	1	1
C3orf45	843769	206	51	66816	21750	0	0	0	0	50	10	3335464	1	1
C3orf52	268780	440	28	139954	38918	0	0	0	0	50	7	3318006	1	1
C3orf54	1306720	191	39	114550	36830	0	0	0	0	50	4	3548150	1	1
C3orf55	147326	810	-11	82418	15718	0	0	0	0	50	18	3544496	1	1
C3orf57	240601	602	-4	32770	8120	0	0	0	0	50	17	2986826	1	1
C3orf59	34577	631	8	201318	56202	0	0	0	0	50	19	4047994	1	1
C3orf62	1661046	201	34	111940	29348	0	0	0	0	50	6	3360694	1	1
C3orf63	209166	363	34	716068	182642	0	0	0	0	36	7	2254112	1	1
C3orf64	263737	581	-2	194300	45820	0	0	0	0	50	13	2489360	1	1
C3orf67	146530	837	19	240874	61886	0	0	0	0	50	11	3568682	1	1
C3orf70	760533	598	32	103762	27956	0	0	0	0	50	11	3962154	1	1
C3orf71	1838219	241	33	109272	42630	0	0	0	0	50	7	3200498	1	1
C3orf72	345888	340	21	68672	24592	0	0	0	0	50	10	3528082	1	1
C3orf75	884829	197	44	112114	31436	0	0	0	0	50	9	3266270	1	1
C3orf77	NaN	NaN	NaN	714618	182700	0	0	0	0	0	0	182700	1	1
C3orf78	NaN	NaN	NaN	29928	8178	0	0	0	0	31	9	2854180	1	1
C3orf79	55177	914	-4	43326	11136	0	0	0	0	50	15	3160768	1	1
C4BPA	501293	142	22	253634	66178	0	0	0	0	50	7	3105494	1	1
C4BPB	434877	155	24	111012	25578	0	0	0	0	50	13	4314562	1	1
C4orf14	570731	443	33	282112	87638	0	0	0	0	50	8	3398626	1	1
C4orf17	331308	847	9	152250	41238	0	0	1	0	50	17	3028992	1	1
C4orf21	219601	647	30	888328	229274	0	0	0	0	1	0	279502	1	1
C4orf22	46363	1141	-4	99470	26506	0	0	0	0	50	27	3445838	1	1
C4orf23	108213	416	43	312852	90480	0	0	0	0	50	10	3748540	1	1
C4orf27	173367	574	17	149872	36482	0	0	0	0	50	5	2576534	1	1
C4orf29	231217	284	16	177538	46052	0	0	0	0	50	10	3160768	1	1
C4orf3	218603	824	-1	82186	24128	0	0	0	0	50	19	3195800	1	1
C4orf31	106601	931	-7	234320	64612	0	0	0	0	50	27	3493804	1	1
C4orf32	167195	334	20	53824	16298	0	0	0	0	50	8	3333260	1	1
C4orf34	645570	165	40	43326	11658	0	0	0	0	50	3	3340916	1	1
C4orf35	264684	915	25	159558	47502	0	0	0	0	50	7	2839970	1	1
C4orf36	268001	603	36	50634	13746	0	0	0	0	50	9	2639348	1	1
C4orf37	69244	1096	-24	194996	52432	0	0	0	0	8	10	791932	1	1
C4orf39	NaN	NaN	NaN	61422	21402	0	0	0	0	50	31	6480514	1	1
C4orf40	181352	975	12	87464	30160	0	0	0	0	50	10	2928826	1	1
C4orf41	154470	254	4	488128	124004	0	0	0	0	0	0	124004	1	1
C4orf43	75022	1136	-3	90480	20184	0	0	0	0	50	20	3403034	1	1
C4orf44	612481	464	32	113622	33408	0	0	0	0	50	13	3730908	1	1
C4orf46	154316	534	-11	45588	14616	0	0	0	0	50	9	4022648	1	1
C4orf47	NaN	NaN	NaN	133284	33756	0	0	0	0	50	31	6492868	1	1
C4orf48	NaN	NaN	NaN	51330	18792	0	0	0	0	50	31	6477904	1	1
C4orf49	384151	208	24	98020	29870	0	0	0	0	50	10	3481334	1	1
C4orf50	109875	686	16	114086	35032	0	0	0	0	50	17	3047726	1	1
C4orf51	221010	1168	26	86942	22504	0	0	1	0	6	1	334950	1	1
C4orf52	NaN	NaN	NaN	29058	7830	0	0	0	0	31	9	2853832	1	1
C4orf6	57657	589	10	40078	10382	0	0	0	0	50	22	4168634	1	1
C4orf7	191457	928	7	37004	10324	0	0	0	0	50	18	3537130	1	1
C5orf13	118271	617	34	50228	12412	0	0	0	0	50	6	3089834	1	1
C5orf15	568918	269	60	108518	31726	0	0	0	0	50	8	2866302	1	1
C5orf20	625030	509	47	96570	31320	0	0	0	0	50	12	3932690	1	1
C5orf23	477035	487	-15	49822	13862	0	0	0	0	50	14	3700748	1	1
C5orf24	877491	696	39	76792	22562	0	0	0	0	50	10	3963604	1	1
C5orf25	532154	427	25	191342	53302	0	0	0	0	50	12	3656900	1	1
C5orf30	203042	531	16	83288	25462	0	0	0	0	50	9	3375020	1	1
C5orf32	788704	185	45	41064	11484	0	0	0	0	50	12	3539914	1	1
C5orf33	184013	476	2	185948	52954	0	0	0	0	50	17	3488410	1	1
C5orf34	490107	369	10	271208	70702	0	0	2	0	15	9	1102986	1	1
C5orf35	201203	393	41	126440	34684	0	0	0	0	50	10	3597798	1	1
C5orf36	162976	515	3	545548	134096	0	0	0	0	6	3	534992	1	1
C5orf38	18983	986	-29	55854	18792	0	0	0	0	50	42	3726152	1	1
C5orf39	488323	520	21	78126	23142	0	0	0	0	50	8	3642400	1	1
C5orf4	525975	293	35	141926	37642	0	0	0	0	50	6	3362144	1	1
C5orf40	NaN	NaN	NaN	91698	26448	0	0	0	0	50	31	6485560	1	1
C5orf41	486042	309	37	274398	69774	0	0	0	0	50	12	2932132	1	1
C5orf43	202017	385	13	31610	8236	0	0	0	0	50	11	3446476	1	1
C5orf44	417990	406	31	180960	46110	0	0	0	0	50	9	3131188	1	1
C5orf45	1610057	359	38	142970	41122	0	0	0	0	50	10	2941818	1	1
C5orf47	NaN	NaN	NaN	73718	21460	0	0	0	0	50	31	6480572	1	1
C5orf48	235652	347	15	57710	14848	0	0	0	0	50	10	3084150	1	1
C5orf52	NaN	NaN	NaN	66468	18792	0	0	0	0	50	31	6477904	1	1
C5orf53	812666	260	50	22736	5452	0	0	0	0	50	10	3413010	1	1
C5orf54	197504	619	30	246616	64670	0	0	0	0	50	12	3290340	1	1
C5orf55	787542	399	37	46980	15660	0	0	0	0	50	4	3756776	1	1
C5orf56	543074	264	63	55216	13166	0	0	0	0	50	5	2573286	1	1
C5orf58	97631	636	31	44892	10962	0	0	0	0	50	7	3899224	1	1
C5orf60	NaN	NaN	NaN	113796	35148	0	0	0	0	50	31	6494260	1	1
C5orf62	NaN	NaN	NaN	24650	7888	0	0	0	0	31	9	2853890	1	1
C6orf1	1074764	233	36	64902	20706	0	0	0	0	50	7	2744618	1	1
C6orf10	1754032	479	27	206596	51620	0	0	0	0	50	7	2603852	1	1
C6orf103	NaN	NaN	NaN	713226	182178	0	0	0	0	0	0	182178	1	1
C6orf105	117356	372	24	105444	28710	0	0	0	0	50	14	3299736	1	1
C6orf106	920583	132	31	125338	33524	0	0	0	0	50	4	2996744	1	1
C6orf108	1308754	363	35	80504	25636	0	0	0	0	50	8	3639500	1	1
C6orf114	NaN	NaN	NaN	56608	14906	0	0	0	0	50	31	6474018	1	1
C6orf115	289502	640	16	34684	9512	0	0	0	0	24	5	2031914	1	1
C6orf120	233648	447	3	76154	24070	0	0	0	0	50	10	3832930	1	1
C6orf125	1551477	328	40	55158	13920	0	0	0	0	50	14	3924222	1	1
C6orf126	621095	404	34	43036	11774	0	0	0	0	50	7	3624246	1	1
C6orf127	621095	404	34	52316	13456	0	0	0	0	50	7	3624246	1	1
C6orf129	498007	434	43	42340	11252	0	0	0	0	10	3	576230	1	1
C6orf130	145501	611	37	66816	16530	0	0	0	0	50	9	3294400	1	1
C6orf132	NaN	NaN	NaN	458432	165010	0	0	0	0	0	0	165010	1	1
C6orf134	2097865	171	37	139200	42456	0	0	0	0	50	7	3718728	1	1
C6orf138	100851	907	-18	344752	99122	0	0	0	0	9	1	647106	1	1
C6orf141	NaN	NaN	NaN	95178	32712	0	0	0	0	50	31	6491824	1	1
C6orf142	104005	635	-1	194010	53940	0	0	0	0	50	12	3476984	1	1
C6orf145	336205	311	17	97208	26680	0	0	0	0	50	16	4064118	1	1
C6orf146	182705	353	18	214078	55796	0	0	0	0	50	5	3119472	1	1
C6orf150	723493	232	21	215296	60842	0	0	0	0	50	4	3334246	1	1
C6orf153	1200368	259	40	110316	29928	0	0	0	0	50	14	3699414	1	1
C6orf154	1278255	230	56	127426	41528	0	0	0	0	50	11	3251248	1	1
