gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
CNRIP1	204433	586	15	67116	18870	0	0	0	0	50	21	2540565	1	1
CNTD1	1633092	190	33	120411	35190	0	0	0	0	50	9	2918373	1	1
CNTD2	1005838	400	30	106131	37995	0	0	0	0	50	9	2581365	1	1
CNTN2	655446	431	37	377859	113424	0	0	1	0	33	9	2096457	1	1
CNTROB	1794630	337	33	336906	99450	0	0	0	0	50	16	2817342	1	1
COASY	1884163	177	38	211905	66861	0	0	1	0	50	11	3413379	1	1
COBRA1	1724821	399	43	210375	63648	0	0	0	0	50	13	2383332	1	1
COG4	925955	131	47	294678	79254	0	0	0	0	50	9	3394458	1	1
COG7	521590	611	28	285141	78540	0	0	0	0	24	12	1749912	1	1
COG8	1202748	125	20	216087	68952	0	0	0	0	20	4	1091298	1	1
COIL	333715	254	-10	209100	59721	0	0	0	0	50	17	2908275	1	1
COL23A1	533179	634	18	199767	65688	0	0	1	0	50	14	2567952	1	1
COL4A3BP	253484	500	37	280551	76704	0	0	0	0	50	9	3031899	1	1
COMMD1	563800	420	26	69564	19635	0	0	0	0	50	22	3317346	1	1
COMMD2	449009	263	21	74562	19992	0	0	1	0	2	3	93177	1	1
COMMD3	195915	462	23	75174	19380	0	0	0	0	50	11	2520879	1	1
COMMD5	1454261	384	20	77928	25959	0	0	0	0	50	20	3343305	1	1
COMMD6	197100	362	35	38352	9843	0	0	0	0	50	9	3056889	1	1
COMMD7	661510	132	45	78336	18819	0	0	0	0	50	14	2722533	1	1
COMMD8	87789	528	23	69666	17544	0	0	0	0	50	17	2874564	1	1
COMMD9	222571	248	-8	73083	21624	0	0	0	0	50	24	3207441	1	1
COMTD1	208687	275	38	93279	31722	0	0	0	0	50	11	2776389	1	1
COPE	1390116	198	20	115107	32538	0	0	0	0	50	12	2728755	1	1
COPG	1119201	189	55	327573	88434	0	0	0	0	29	5	2536689	1	1
COPG2	298918	433	16	153561	38760	0	0	0	0	50	16	2808009	1	1
COPS3	910162	218	11	161313	40341	0	0	0	0	50	20	3115029	1	1
COPS5	393936	518	12	126429	31620	0	0	0	0	50	29	3115641	1	1
COPS6	1503181	254	41	123624	32742	0	0	0	0	50	14	3900021	1	1
COPS7A	2816186	232	48	100317	30651	0	0	0	0	50	15	3628803	1	1
COPS7B	955894	365	41	98073	27234	0	0	0	0	50	20	3053727	1	1
COPS8	336171	411	17	79509	21165	0	0	0	0	50	16	3336879	1	1
COPZ1	664708	190	45	69258	17646	0	0	0	0	50	15	3195813	1	1
COPZ2	1205950	255	20	80427	21012	0	0	0	0	50	16	3770328	1	1
COQ2	344601	218	40	149328	48042	0	0	0	0	50	17	2711160	1	1
COQ3	259457	638	13	135915	37893	0	0	0	0	50	25	4447506	1	1
COQ4	1813435	201	46	94605	31161	0	0	0	0	50	5	2987019	1	1
COQ5	1552470	216	46	122400	32130	0	0	0	0	50	11	3189897	1	1
COQ6	443041	158	51	176919	45390	0	0	0	0	50	8	2746605	1	1
COQ9	749108	159	39	118269	33660	0	0	0	0	50	8	2632161	1	1
CORO1B	1392213	215	53	178245	52785	0	0	0	0	50	9	2214114	1	1
CORO1C	451218	217	40	178602	45543	0	0	0	0	50	10	2282046	1	1
CORO6	719319	383	30	173553	49368	0	0	0	0	50	7	2867067	1	1
CORT	829921	392	32	55386	16830	0	0	0	0	50	17	3324588	1	1
COX11	131464	869	-43	109854	30141	0	0	0	0	50	27	2609976	1	1
COX15	422578	304	12	156519	47430	0	0	0	0	50	15	3592134	1	1
COX16	500896	549	32	40800	10149	0	0	0	0	50	15	2946168	1	1
COX17	288657	595	42	24684	6222	0	0	0	0	50	18	2670207	1	1
COX18	255276	747	14	118422	37944	0	0	0	0	50	33	3138030	1	1
COX19	765060	346	34	36006	7293	0	0	1	0	1	2	67575	1	1
COX4I1	381135	298	28	65127	15198	0	0	0	0	50	21	3504618	1	1
COX4I2	837796	213	18	65280	16116	0	0	0	0	50	20	2708661	1	1
COX4NB	381135	298	28	78132	21165	0	0	0	0	50	21	3504618	1	1
COX5B	362146	520	25	47991	14127	0	0	0	0	50	12	3672102	1	1
COX6A1	1573849	216	44	39831	12189	0	0	0	0	50	10	3074586	1	1
COX6A2	839076	558	11	35547	11271	0	0	0	0	50	15	3236562	1	1
COX6B2	1028808	209	19	34833	7854	0	0	0	0	50	19	2606712	1	1
COX6C	282641	537	29	28968	7752	0	0	0	0	50	13	3104370	1	1
COX7A1	978272	326	6	30498	8364	0	0	0	0	50	9	2163675	1	1
COX7A2	394127	423	-3	43197	12189	0	0	0	0	50	20	2991660	1	1
COX7A2L	251919	375	16	41973	12342	0	0	0	0	50	16	2762874	1	1
COX7B	549293	NaN	19	30804	7905	0	0	0	0	50	16	3410778	1	1
COX7C	84088	829	-14	24276	6630	0	0	0	0	7	4	358632	1	1
COX8A	1322584	277	42	24021	9027	0	0	0	0	50	19	3838617	1	1
COX8C	NaN	NaN	NaN	25398	9027	0	0	0	0	50	34	5688591	1	1
CP110	349996	491	21	369291	93993	0	0	0	0	27	9	1716354	1	1
CPA2	424934	212	30	157539	41973	0	0	1	0	25	7	1051671	1	1
CPEB3	423765	469	33	256938	73542	0	0	0	0	14	0	595731	1	1
CPLX1	694849	268	39	51153	12648	0	0	0	0	50	12	3759924	1	1
CPLX3	764533	195	46	58650	15861	0	0	0	0	50	19	3084072	1	1
CPLX4	293564	549	20	61812	13311	0	0	0	0	42	15	2699124	1	1
CPPED1	75434	797	-3	115260	31161	0	0	1	0	48	30	2655621	1	1
CPSF4	1327454	288	60	103173	25041	0	0	0	0	50	25	2467329	1	1
CPSF4L	NaN	NaN	NaN	70380	15912	0	0	0	0	50	34	5695476	1	1
CPSF6	758784	353	3	196809	62067	0	0	0	0	50	8	2731662	1	1
CPSF7	1394229	286	57	185232	57579	0	0	0	0	50	19	2567340	1	1
CPT1B	1073094	203	43	288354	78081	0	0	0	0	50	15	3316683	1	1
CPT2	527317	391	27	236079	68850	0	0	0	0	43	15	2689689	1	1
CPVL	112083	634	7	180489	45798	0	0	0	0	50	25	3293121	1	1
CRABP2	1851672	180	37	52020	13617	0	0	0	0	50	15	3363042	1	1
CRAMP1L	1534704	320	36	451656	142902	0	0	1	0	50	17	3132267	1	1
CRAT	1428394	206	30	230877	64872	0	0	0	0	50	9	2975136	1	1
CRB3	865106	219	33	51000	17697	0	0	1	0	19	4	1071714	1	1
CRCP	501759	345	35	68340	16881	0	0	0	0	50	15	2875890	1	1
CRCT1	325831	700	20	35292	11220	0	0	0	0	50	28	3990648	1	1
CREB3	922448	190	48	136374	39270	0	0	0	0	50	9	3136296	1	1
CREB3L2	227556	553	20	190026	55845	0	0	0	0	50	11	2562801	1	1
CREBL2	791567	157	32	46155	11220	0	0	0	0	50	10	3353403	1	1
CREG1	481959	506	15	78081	25500	0	0	0	0	50	15	2864823	1	1
CREG2	475096	278	19	103989	31722	0	0	0	0	50	18	2836263	1	1
CRELD1	950574	170	54	182121	47532	0	0	0	0	50	9	2887314	1	1
CRELD2	842221	271	15	151215	39882	0	0	0	0	50	14	3336114	1	1
CRHR2	484075	433	32	153867	41973	0	0	0	0	50	15	3138897	1	1
CRIP1	689089	298	41	31671	7191	0	0	0	0	50	12	3023586	1	1
CRIP3	1293543	363	51	78387	19992	0	0	1	0	14	3	836859	1	1
CRIPT	603816	252	35	40749	8823	0	0	0	0	50	11	3154299	1	1
CRISPLD2	444452	243	21	188496	48654	0	0	1	0	50	16	2801481	1	1
CRK	1380844	220	18	109803	31416	0	0	0	0	50	10	3052044	1	1
CRKL	523674	192	49	108018	32742	0	0	0	0	50	8	2781846	1	1
CRLF2	NaN	NaN	NaN	96441	25347	0	0	1	0	26	9	1683867	1	1
CRLF3	617388	264	30	162639	44982	0	0	0	0	50	14	2911488	1	1
CRLS1	301141	290	4	109752	34221	0	0	0	0	50	13	3611463	1	1
CRNN	387153	671	6	178092	50796	0	0	0	0	50	22	2565708	1	1
CRP	737948	602	-2	80988	22899	0	0	1	0	10	5	518364	1	1
CRTAP	513008	372	33	148359	39831	0	0	0	0	50	15	3037560	1	1
CRTC1	1398467	222	29	233784	73899	0	0	0	0	38	7	1955340	1	1
CRTC2	2028800	222	34	246636	80172	0	0	0	0	50	4	2619156	1	1
CRTC3	1079582	204	41	224400	68748	0	0	0	0	50	7	2578662	1	1
CRX	881316	336	39	105519	34017	0	0	2	0	4	2	200175	1	1
CRY1	169569	473	18	218484	57987	0	0	0	0	50	21	2916384	1	1
CRYAA	687433	279	59	62373	19023	0	0	0	0	50	8	2722380	1	1
CRYAB	437513	221	22	63444	18870	0	0	0	0	50	13	2673267	1	1
CRYBA2	922162	386	35	73695	19941	0	0	1	0	44	15	2225334	1	1
CRYBB1	162003	462	-9	92565	26928	0	0	1	0	16	8	813450	1	1
CRYBB2	174680	535	-35	78489	19431	0	0	0	0	50	32	2848707	1	1
CRYBB3	247839	525	-31	79560	20808	0	0	1	0	10	15	744294	1	1
CRYGB	321897	440	5	66300	16320	0	0	0	0	50	9	2419542	1	1
CRYGC	327858	440	13	65025	17136	0	0	1	0	22	9	1054170	1	1
CRYGD	327858	440	13	64770	17085	0	0	0	0	50	17	3056022	1	1
CRYM	467861	575	37	115311	34170	0	0	0	0	50	16	2772564	1	1
CRYZ	103167	1070	-17	122196	34170	0	0	1	0	42	31	2700399	1	1
CRYZL1	909314	375	58	134079	33915	0	0	0	0	50	10	2598807	1	1
CSAG1	NaN	NaN	NaN	29682	8415	0	0	0	0	50	34	5687979	1	1
CSAG2	NaN	NaN	NaN	93228	26112	0	0	0	0	50	34	5705676	1	1
CSAG3	202421	NaN	-2	93228	26112	0	0	0	0	50	23	2647971	1	1
CSDA	410051	455	-4	134589	42126	0	0	0	0	50	20	3603558	1	1
CSDC2	1467336	183	66	54519	17391	0	0	0	0	50	14	2970444	1	1
CSF1	785919	216	30	200430	59211	0	0	0	0	50	12	3150219	1	1
CSF2	362855	407	21	53856	14841	0	0	0	0	50	17	3106308	1	1
CSF2RA	NaN	NaN	NaN	193596	47379	0	0	0	0	50	34	5726943	1	1
CSF3	1652518	216	28	74613	23307	0	0	1	0	3	1	147135	1	1
CSGALNACT1	171847	356	17	196299	52020	0	0	0	0	50	21	2700807	1	1
CSH1	1446139	380	27	111180	29427	0	0	0	0	50	13	2685507	1	1
CSH2	1446139	380	27	85323	24225	0	0	0	0	50	13	2685507	1	1
CSK	746043	199	41	168045	46308	0	0	0	0	50	10	3143640	1	1
CSN3	201562	928	3	66198	20247	0	0	0	0	50	27	3024045	1	1
CSNK1A1	607110	152	32	140199	33915	0	0	1	0	50	11	2877063	1	1
CSNK1E	1550040	181	63	153714	43809	0	0	0	0	50	9	2734926	1	1
CSNK1G2	1944774	239	36	154734	42330	0	0	0	0	50	8	3197547	1	1
CSNK2B	2517236	193	20	83283	19533	0	0	0	0	50	11	3934599	1	1
CSPG5	888051	200	35	190434	59874	0	0	0	0	50	10	3294702	1	1
CSRNP1	213514	500	30	209355	63903	0	0	0	0	50	8	3022719	1	1
CSRNP2	564607	155	40	193749	58395	0	0	0	0	50	7	2806122	1	1
CSRP2	182028	705	-11	73338	18615	0	0	0	0	50	38	3956733	1	1
CSRP3	132848	504	16	73593	18972	0	0	0	0	50	21	2662659	1	1
CST1	160568	881	-48	52173	14535	0	0	0	0	50	26	2275518	1	1
CST3	189028	819	-21	52479	16524	0	0	0	0	50	29	2453202	1	1
CST4	189028	819	-21	52224	14484	0	0	0	0	50	29	2453202	1	1
CST6	3854361	208	57	54009	16371	0	0	0	0	50	13	3097434	1	1
CST7	545344	676	-29	54009	14841	0	0	0	0	50	19	2757876	1	1
CST8	188567	750	-16	52836	14025	0	0	0	0	50	31	3160929	1	1
CST9	189307	772	-47	59058	14994	0	0	0	0	50	43	3342183	1	1
CSTA	534078	602	44	37230	9435	0	0	0	0	50	31	3204585	1	1
CSTB	919787	170	68	37128	9537	0	0	0	0	50	10	2789241	1	1
CSTF2	341945	NaN	21	211548	62016	0	0	1	0	50	14	3564900	1	1
CSTF2T	NaN	NaN	NaN	214455	69054	0	0	0	0	50	34	5748618	1	1
CSTL1	188567	750	-16	54672	13872	0	0	0	0	50	31	3160929	1	1
CT45A1	NaN	NaN	NaN	71553	18105	0	0	0	0	50	34	5697669	1	1
CT45A2	NaN	NaN	NaN	71808	17850	0	0	0	0	50	34	5697414	1	1
CT45A3	NaN	NaN	NaN	71655	18003	0	0	0	0	50	34	5697567	1	1
CT45A4	NaN	NaN	NaN	143514	35802	0	0	0	0	50	34	5715366	1	1
CT45A5	246199	NaN	26	71757	17901	0	0	0	0	50	24	3636657	1	1
CT45A6	NaN	NaN	NaN	71706	17952	0	0	0	0	50	34	5697516	1	1
CT47A1	NaN	NaN	NaN	1019490	319260	0	0	0	0	12	2	1090482	1	1
CT47A10	NaN	NaN	NaN	917541	287334	0	0	0	0	12	2	1058556	1	1
CT47A11	NaN	NaN	NaN	917541	287334	0	0	0	0	12	2	1058556	1	1
CT47A2	NaN	NaN	NaN	917541	287334	0	0	0	0	12	2	1058556	1	1
CT47A3	NaN	NaN	NaN	917541	287334	0	0	0	0	12	2	1058556	1	1
CT47A4	NaN	NaN	NaN	917541	287334	0	0	0	0	12	2	1058556	1	1
CT47A5	NaN	NaN	NaN	917541	287334	0	0	0	0	12	2	1058556	1	1
CT47A6	NaN	NaN	NaN	1019490	319260	0	0	0	0	12	2	1090482	1	1
CT47A7	NaN	NaN	NaN	101949	31926	0	0	0	0	50	34	5711490	1	1
CT47A8	NaN	NaN	NaN	917541	287334	0	0	0	0	12	2	1058556	1	1
CT47A9	NaN	NaN	NaN	917541	287334	0	0	0	0	12	2	1058556	1	1
CT62	276800	462	10	49878	14229	0	0	0	0	50	15	3254361	1	1
CTAG1A	NaN	NaN	NaN	124134	45084	0	0	0	0	50	34	5724648	1	1
CTAG1B	NaN	NaN	NaN	124134	45084	0	0	0	0	50	34	5724648	1	1
CTAGE4	215477	711	-8	559776	155040	0	0	0	0	6	4	561000	1	1
CTAGE5	314800	300	16	309876	78132	0	0	0	0	50	12	3136398	1	1
CTAGE6P	453170	544	-7	280143	77265	0	0	0	0	14	2	669375	1	1
CTBP2	283236	508	20	351441	115668	0	0	0	0	50	14	3256707	1	1
CTBS	245445	585	-1	143412	37740	0	0	0	0	50	25	2380323	1	1
CTDSPL	408788	457	22	103836	27897	0	0	0	0	50	21	3333870	1	1
CTDSPL2	697417	534	37	175134	46563	0	0	0	0	8	3	640917	1	1
CTF1	1508459	247	46	68136	26112	0	0	0	0	50	12	2948667	1	1
CTHRC1	428438	615	23	87771	26367	0	0	0	0	50	16	2313666	1	1
CTLA4	148748	632	18	83385	21267	0	0	1	0	50	21	2432292	1	1
CTNNA1	1432876	380	39	335529	91188	0	0	0	0	50	17	2912100	1	1
CTNNBIP1	770684	193	34	31263	8211	0	0	0	0	50	4	2782968	1	1
CTNS	504736	354	20	151215	42177	0	0	0	0	50	13	3351567	1	1
CTPS	341851	171	29	223839	58905	0	0	0	0	50	11	3576783	1	1
CTPS2	295447	NaN	30	223125	57324	0	0	0	0	50	16	3250077	1	1
CTRB1	612638	171	16	96441	29019	0	0	0	0	50	4	2785467	1	1
CTSA	725555	209	59	186762	51765	0	0	2	0	18	4	876231	1	1
CTSB	470951	301	42	128724	32844	0	0	1	0	29	14	1743486	1	1
CTSC	148974	526	-10	186762	49623	0	0	0	0	50	28	3724938	1	1
CTSD	NaN	NaN	NaN	148818	45645	0	0	1	0	32	16	3036795	1	1
CTSE	468286	400	32	159579	34119	0	0	0	0	50	10	2795922	1	1
CTSK	1818753	188	35	123522	32079	0	0	0	0	50	16	3348813	1	1
CTSL1	122983	577	26	126786	30804	0	0	0	0	50	10	2827746	1	1
CTSL2	339842	464	24	126735	31314	0	0	0	0	50	20	4110345	1	1
CTSO	44515	745	-2	120717	31671	0	0	0	0	50	23	3741054	1	1
CTSS	1818753	188	35	124491	32028	0	0	0	0	50	16	3348813	1	1
CTTNBP2NL	559406	335	23	228684	67524	0	0	0	0	6	0	694314	1	1
CTU1	NaN	NaN	NaN	116178	45237	0	0	0	0	50	34	5724801	1	1
CTU2	802673	189	41	190536	55488	0	0	0	0	50	13	2972637	1	1
CTXN1	952640	320	27	28815	9894	0	0	0	0	50	9	2998698	1	1
CTXN2	NaN	NaN	NaN	30192	8058	0	0	0	0	50	34	5687622	1	1
CTXN3	284904	682	29	29325	8925	0	0	0	0	50	15	3245283	1	1
CUEDC2	975992	178	39	107610	29478	0	0	0	0	50	10	3721980	1	1
CUL4A	787509	214	46	289425	71349	0	0	0	0	50	15	2974116	1	1
CUL5	421044	572	14	298809	70686	0	0	0	0	50	29	2775471	1	1
CUL7	1239021	301	42	641682	193239	0	0	1	0	44	14	3483402	1	1
CUTA	1441897	236	31	76755	25143	0	0	0	0	50	7	2845494	1	1
CUTC	709789	139	18	101643	29019	0	0	1	0	36	5	2068509	1	1
CWC15	305262	504	-10	87567	21522	0	0	0	0	50	24	3482076	1	1
CWC27	132018	601	8	182070	42993	0	0	0	0	50	21	2956011	1	1
CWF19L1	1070791	198	40	203337	52326	0	0	0	0	50	5	2556171	1	1
CWH43	246165	439	49	259794	70686	0	0	1	0	50	16	3690411	1	1
CXCL1	233432	444	6	39168	12546	0	0	0	0	50	13	3080757	1	1
CXCL11	489826	399	43	36720	9027	0	0	0	0	50	15	2990232	1	1
CXCL13	405364	627	10	42075	10863	0	0	0	0	50	16	3033174	1	1
CXCL14	493676	608	26	41820	11424	0	0	0	0	50	21	3158328	1	1
CXCL16	1272092	222	28	98175	30957	0	0	0	0	50	10	3422814	1	1
CXCL17	704668	235	34	45594	11322	0	0	0	0	50	7	2667555	1	1
CXCL2	199590	368	13	39066	12342	0	0	0	0	50	18	3061428	1	1
CXCL3	199590	368	13	39066	12342	0	0	0	0	50	18	3061428	1	1
CXCL5	230379	408	2	41871	12750	0	0	0	0	50	19	3391041	1	1
CXCL9	489826	399	43	47583	12393	0	0	1	0	8	2	270708	1	1
CXCR3	947642	NaN	52	143616	50388	0	0	0	0	50	12	2963049	1	1
CXCR5	1488276	175	54	129591	42228	0	0	0	0	50	9	2634660	1	1
CXCR6	NaN	NaN	NaN	123369	34680	0	0	0	0	50	34	5714244	1	1
CXCR7	121886	599	10	129540	37689	0	0	0	0	50	15	2736813	1	1
CXXC5	659730	244	42	113220	35649	0	0	0	0	50	10	3377883	1	1
CXorf1	1641	NaN	-34	40851	10557	0	0	0	0	50	57	3199995	1	1
CXorf22	3828	NaN	-13	362253	95676	0	0	0	0	1	1	153459	1	1
CXorf23	339910	NaN	56	257499	62118	0	0	0	0	50	9	1908420	1	1
CXorf26	102519	NaN	16	88791	21675	0	0	0	0	50	26	3424344	1	1
CXorf27	106141	NaN	28	43605	10863	0	0	0	0	50	16	3907416	1	1
CXorf30	NaN	NaN	NaN	239088	60486	0	0	0	0	50	34	5740050	1	1
CXorf38	467563	NaN	63	118830	31875	0	0	0	0	50	12	2678367	1	1
CXorf40A	187616	NaN	16	58854	17034	0	0	0	0	50	19	2963457	1	1
CXorf40B	280868	NaN	34	57324	16881	0	0	0	0	50	10	2540973	1	1
CXorf41	229024	NaN	26	82569	19788	0	0	0	0	50	15	3025065	1	1
CXorf48	228366	NaN	23	97716	27285	0	0	0	0	50	10	2778123	1	1
CXorf49	NaN	NaN	NaN	365466	113118	0	0	0	0	50	34	5792682	1	1
CXorf49B	NaN	NaN	NaN	365466	113118	0	0	0	0	50	34	5792682	1	1
CXorf51	NaN	NaN	NaN	79458	23052	0	0	0	0	50	34	5702616	1	1
CXorf58	528624	NaN	37	125817	31926	0	0	0	0	50	15	3154299	1	1
CXorf59	3834	NaN	-17	189873	47124	0	0	0	0	41	42	2874768	1	1
CXorf61	82720	NaN	4	41157	12087	0	0	0	0	50	30	3827652	1	1
CXorf64	NaN	NaN	NaN	104601	33558	0	0	0	0	50	34	5713122	1	1
CXorf65	759088	NaN	27	70533	17289	0	0	0	0	50	13	3712035	1	1
CYB561	874574	267	-20	89760	28968	0	0	1	0	23	10	1304121	1	1
CYB561D1	1056159	272	37	107100	28305	0	0	0	0	50	13	2575347	1	1
CYB561D2	843769	206	51	76449	27744	0	0	0	0	50	9	2932908	1	1
CYB5A	152675	989	26	53907	12801	0	0	0	0	50	19	2767770	1	1
CYB5B	1161561	NaN	46	57222	14841	0	0	0	0	50	2	2969832	1	1
CYB5D1	2148615	337	24	83232	23715	0	0	0	0	50	16	4010640	1	1
CYB5R1	421206	389	30	111792	33864	0	0	0	0	50	10	2953206	1	1
CYB5R2	100503	853	13	104856	27183	0	0	0	0	50	24	2875788	1	1
CYB5R3	858524	189	74	128163	34323	0	0	0	0	50	13	3111510	1	1
CYB5RL	465615	313	26	116637	32079	0	0	0	0	50	10	2633283	1	1
CYBA	802673	189	41	71094	22542	0	0	0	0	50	13	2972637	1	1
CYBASC3	1394229	286	57	93993	28407	0	0	0	0	50	19	2567340	1	1
CYBRD1	486534	352	34	113169	20400	0	0	0	0	50	13	2516085	1	1
CYCS	254010	319	11	40137	9741	0	0	0	0	50	19	2914089	1	1
CYGB	1016866	197	24	69513	19992	0	0	1	0	3	1	75582	1	1
CYHR1	2043455	200	36	167382	52326	0	0	0	0	50	4	2425050	1	1
CYP17A1	883280	188	44	185232	52683	0	0	0	0	50	10	2735844	1	1
CYP1B1	716797	384	25	190842	59925	0	0	0	0	50	13	4251309	1	1
CYP20A1	417679	298	23	174420	45441	0	0	0	0	50	11	2918730	1	1
CYP21A2	NaN	NaN	NaN	355470	110415	0	0	0	0	50	34	5789979	1	1
CYP26A1	558273	470	18	179673	53499	0	0	0	0	10	2	673506	1	1
CYP2A6	1187304	275	31	182172	50235	0	0	1	0	50	10	2501805	1	1
CYP2A7	1187304	275	31	183651	49980	0	0	0	0	50	10	2501805	1	1
CYP2D6	1296288	363	43	177276	56814	0	0	0	0	50	11	3279096	1	1
CYP2E1	563924	525	-10	182325	49623	0	0	0	0	50	19	2546073	1	1
CYP2F1	1016551	354	11	178449	52887	0	0	0	0	41	6	1540404	1	1
CYP2J2	60418	824	-6	185946	50133	0	0	0	0	50	32	2664189	1	1
CYP2S1	1098360	209	13	177174	59823	0	0	0	0	25	5	1105476	1	1
CYP2U1	144587	735	6	196044	56865	0	0	0	0	50	36	3571938	1	1
CYP39A1	113763	596	0	177735	44727	0	0	1	0	50	22	2777715	1	1
CYP3A43	1535089	438	36	191454	47838	0	0	1	0	19	8	957423	1	1
CYP4F11	843515	575	12	195024	53142	0	0	0	0	50	16	3106206	1	1
CYP4F12	865205	605	21	195126	53346	0	0	0	0	29	7	2047701	1	1
CYP4V2	371112	606	-2	196503	51051	0	0	0	0	50	16	3177759	1	1
CYP4X1	388889	479	4	191352	49470	0	0	0	0	50	16	2885070	1	1
CYP4Z1	366455	479	4	191709	47583	0	0	0	0	50	17	2847177	1	1
CYP51A1	691564	461	26	188037	51561	0	0	0	0	50	19	3120231	1	1
CYP7A1	200469	608	11	186252	48909	0	0	0	0	50	14	3281187	1	1
CYP8B1	301212	447	21	178398	52020	0	0	0	0	50	20	3523692	1	1
CYR61	296507	345	13	139434	38352	0	0	1	0	50	20	3186480	1	1
CYS1	863812	214	44	54621	19584	0	0	0	0	50	12	3224373	1	1
CYSLTR1	486217	NaN	-9	122655	33405	0	0	1	0	50	12	2921739	1	1
CYTH1	986469	250	32	154326	36465	0	0	0	0	50	3	3218559	1	1
CYTH3	NaN	NaN	NaN	154020	36924	0	0	2	0	19	8	1133475	1	1
CYTH4	902502	201	61	151317	37332	0	0	1	0	50	7	2400570	1	1
CYTIP	79169	895	18	134487	35343	0	0	0	0	50	28	3254463	1	1
CYTL1	76400	557	36	49266	15759	0	0	0	0	50	20	3039090	1	1
CYTSA	702019	200	38	410703	111639	0	0	0	0	39	5	2543574	1	1
CYTSB	302887	339	-13	396984	112353	0	0	0	0	50	12	2642310	1	1
CYorf15A	0	0	0	50286	12138	0	0	0	0	50	22	3033276	1	1
CYorf15B	0	0	0	68034	17340	0	0	0	0	50	22	3033276	1	1
D4S234E	143657	525	46	68595	19227	0	0	0	0	50	15	3715299	1	1
DACT2	NaN	NaN	NaN	267954	89913	0	0	0	0	50	34	5769477	1	1
DACT3	1139694	347	28	211293	80019	0	0	0	0	24	0	1353081	1	1
DAD1	975314	380	49	41208	12648	0	0	0	0	50	14	3451017	1	1
DAG1	1657622	236	28	308703	103173	0	0	1	0	50	11	3297252	1	1
DAGLB	NaN	NaN	NaN	249747	67728	0	0	0	0	50	34	5747292	1	1
DAK	1394229	286	57	206193	67983	0	0	0	0	50	19	2567340	1	1
DALRD3	1799657	241	41	194055	62985	0	0	0	0	50	11	3249720	1	1
DAND5	1886809	335	40	65178	22950	0	0	0	0	50	12	2605896	1	1
DAP3	2240116	152	32	151317	39168	0	0	0	0	50	7	3390582	1	1
DAPL1	270644	361	14	40647	11067	0	0	0	0	50	17	3069639	1	1
DAPP1	204991	693	19	106437	27744	0	0	0	0	50	13	2574123	1	1
DARC	99569	785	14	118269	41463	0	0	0	0	27	10	1303560	1	1
DARS	440321	410	30	191964	47634	0	0	0	0	50	19	3052860	1	1
DAZ1	NaN	NaN	NaN	281418	77061	0	0	0	0	50	34	5756625	1	1
DAZ2	NaN	NaN	NaN	418659	111027	0	0	0	0	50	34	5790591	1	1
DAZ3	NaN	NaN	NaN	494547	131529	0	0	0	0	50	34	5811093	1	1
DAZ4	NaN	NaN	NaN	571506	153867	0	0	0	0	50	34	5833431	1	1
DAZAP1	2352825	221	38	162231	46002	0	0	0	0	50	10	2625888	1	1
DAZAP2	494861	194	40	113526	24021	0	0	0	0	50	11	2511087	1	1
DAZL	140687	470	24	112302	29682	0	0	0	0	50	11	2769504	1	1
DBC1	3696	1010	-25	279531	74511	0	0	0	0	10	14	556053	1	1
DBF4	202733	758	14	254898	61659	0	0	0	0	1	0	103479	1	1
DBP	1597109	242	31	110976	40494	0	0	0	0	50	9	2977125	1	1
DBX1	175444	453	-5	132957	44676	0	0	0	0	50	30	2765577	1	1
DCAF10	477149	524	35	198237	62781	0	0	0	0	50	11	2974626	1	1
DCAF11	992350	355	19	204357	55284	0	0	0	0	50	12	3048219	1	1
DCAF15	930314	231	32	219453	64056	0	0	0	0	50	3	2648073	1	1
DCAF16	271201	1073	21	76500	23103	0	0	0	0	50	23	3018027	1	1
DCAF17	514096	271	38	195585	51816	0	0	0	0	50	7	2803929	1	1
DCAF5	680338	289	33	338793	98940	0	0	1	0	50	12	3469683	1	1
DCAKD	831501	191	28	82467	25857	0	0	0	0	50	13	3412410	1	1
DCD	615189	494	31	41769	11934	0	0	0	0	50	23	3614727	1	1
DCI	2199935	194	42	108579	34476	0	0	0	0	50	16	3076830	1	1
DCK	267678	690	22	100113	23358	0	0	1	0	19	12	1096755	1	1
DCLK2	88181	409	-4	280245	81294	0	0	0	0	19	7	1350939	1	1
DCLK3	374894	617	-14	235518	64209	0	0	2	0	19	5	776424	1	1
DCLRE1B	335231	545	13	189873	56610	0	0	0	0	50	18	2833509	1	1
DCLRE1C	255711	396	38	259539	66810	0	0	0	0	50	12	2952135	1	1
DCP1B	232517	618	29	223686	65178	0	0	0	0	50	17	2719116	1	1
DCP2	274112	439	25	161415	37944	0	0	0	0	50	14	2886294	1	1
DCPS	367696	426	30	122502	35700	0	0	0	0	50	12	3542103	1	1
DCTN2	1347795	303	44	150195	42432	0	0	0	0	50	26	4242639	1	1
DCTN4	1015949	211	43	176613	46461	0	0	1	0	50	13	3383901	1	1
DCTN5	544239	561	38	69360	18003	0	0	0	0	50	18	3388083	1	1
DCTN6	452029	297	47	72726	18921	0	0	0	0	50	9	3081318	1	1
