gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
KL	209854	595	23	377148	108915	0	2	0	0	46	19	2979289	8.138070e-01	1
SNX25	295066	528	30	332045	80560	0	1	0	0	50	19	3455653	8.141017e-01	1
VPS13B	209453	862	27	1562016	425961	0	6	1	0	15	3	1549137	8.141618e-01	1
DMRT2	71695	845	4	215604	63759	0	2	0	0	17	7	893209	8.144934e-01	1
SLC6A15	20920	1015	-34	292825	80030	0	3	1	0	50	48	3630394	8.149389e-01	1
FAM160A2	466636	728	4	356001	121158	0	2	2	0	24	5	1260128	8.150213e-01	1
GRIK5	886688	438	31	365435	114268	0	1	0	0	50	11	3368574	8.150363e-01	1
MTMR3	752285	253	29	461206	127094	0	2	0	0	13	1	947481	8.151006e-01	1
MRAP	436753	379	8	78334	22790	0	1	1	0	6	2	326374	8.151165e-01	1
MCC	271270	620	16	398825	108544	0	1	1	0	50	13	3528528	8.152104e-01	1
MYH9	1223952	226	49	761027	199810	0	1	2	0	50	13	3477065	8.155572e-01	1
TNRC6C	620383	217	26	645805	190853	0	1	0	0	50	5	3407370	8.162170e-01	1
ZNF185	235275	NaN	23	297436	84164	0	1	0	0	50	13	3017767	8.163465e-01	1
LOXL4	225311	581	9	288373	81620	0	1	0	0	50	18	3323471	8.168666e-01	1
BIRC6	388754	517	24	1839630	524064	0	6	1	0	16	3	1465450	8.172035e-01	1
C1orf101	716278	590	1	371795	95983	0	2	0	0	50	27	3663042	8.175380e-01	1
LMBRD2	174910	599	-4	273904	68900	0	1	0	0	50	19	3297183	8.177213e-01	1
NDC80	374218	390	0	256626	60579	0	1	0	0	50	16	2853467	8.180365e-01	1
F5	294416	415	11	851763	224826	0	3	3	0	50	12	3301529	8.181593e-01	1
SPTBN1	714370	430	22	940273	241256	0	3	2	0	50	9	3276937	8.183070e-01	1
TPO	56524	599	-23	349800	105735	0	5	1	0	43	35	2467468	8.184963e-01	1
IL12RB2	454381	466	-4	331144	90047	0	2	0	0	18	5	1083797	8.185042e-01	1
IL12RB1	1291557	226	34	269452	77804	0	1	0	0	50	12	2772059	8.185219e-01	1
LANCL2	752223	455	7	171402	48813	0	1	0	0	50	19	2380071	8.185437e-01	1
FASN	3850694	197	34	930680	294256	0	4	0	0	16	0	956120	8.186395e-01	1
SOX1	67826	793	-33	139178	48124	0	1	0	0	50	30	3154295	8.187348e-01	1
GNPTAB	345225	190	14	487176	125133	0	1	0	0	50	7	2971233	8.191172e-01	1
ARID2	820796	602	10	686350	202142	0	4	1	0	13	10	1234847	8.191504e-01	1
FAM196A	92819	848	-36	178345	52523	0	1	0	0	50	24	2994182	8.193170e-01	1
ADAMTSL4	1475649	152	31	405344	130168	0	1	1	0	50	7	3039285	8.195778e-01	1
JMY	166218	588	35	370364	107749	0	1	0	0	50	7	2549830	8.196272e-01	1
CENPP	558433	574	45	112943	29680	0	1	1	0	10	4	568319	8.197839e-01	1
PTPN14	464456	404	-8	452567	124921	0	2	1	0	35	10	2310800	8.199555e-01	1
PJA2	203821	583	15	275441	68476	0	1	0	0	50	12	2644488	8.200593e-01	1
INTS1	595899	243	38	821553	253446	0	4	4	0	50	13	3290770	8.200610e-01	1
ZNF578	547660	989	-53	229649	54166	0	1	1	0	50	18	2865551	8.204055e-01	1
HAUS5	1162794	390	27	238924	75260	0	1	0	0	50	16	3070661	8.204104e-01	1
ATP2B4	513211	256	35	479332	136952	0	2	1	0	50	15	3156998	8.204460e-01	1
DNAH11	118223	671	8	1749636	460305	0	10	5	0	50	16	3849549	8.204917e-01	1
ZNF143	566722	135	27	247457	66886	0	1	0	0	15	1	845403	8.208190e-01	1
FER	140251	741	20	326904	77433	0	1	0	0	50	13	3137653	8.208611e-01	1
TAF1L	567793	334	5	683965	187832	0	4	1	0	14	5	1060212	8.210564e-01	1
SETDB1	1688656	172	31	493642	135998	0	1	1	0	50	6	3026353	8.215137e-01	1
BMS1	420649	787	-27	500214	125769	0	5	1	0	50	28	2837090	8.219682e-01	1
APEH	1551582	271	48	283550	79447	0	1	0	0	27	8	2160068	8.221081e-01	1
JARID2	86503	782	34	471117	134514	0	1	0	0	21	1	1622224	8.222521e-01	1
SPEG	581956	335	35	1182589	403277	0	7	0	0	6	0	709564	8.223066e-01	1
CYP24A1	158398	386	-31	199068	53583	0	1	0	0	50	25	3285205	8.225928e-01	1
TNPO2	1959466	226	29	349959	93969	0	1	0	0	50	15	3488036	8.225933e-01	1
CDH20	45961	896	-6	304591	84641	0	2	0	0	10	2	709140	8.226296e-01	1
KLHL28	228561	481	-22	215392	59678	0	1	0	0	50	27	3772063	8.226859e-01	1
NEK8	1695792	208	40	259700	79765	0	1	0	0	14	7	1478382	8.226979e-01	1
ADM	860704	273	12	68953	21677	0	1	2	0	10	5	414036	8.227136e-01	1
PRKD1	23615	1041	-39	351761	94552	0	3	0	0	25	14	1744336	8.228411e-01	1
LUM	23173	523	-18	127359	35616	0	1	0	0	50	41	3027519	8.228873e-01	1
SATL1	82752	NaN	-16	243641	60844	0	1	0	0	11	11	990358	8.233503e-01	1
PLK2	125347	446	5	266060	69430	0	1	1	0	50	13	2463122	8.234150e-01	1
TET1	824682	168	41	798816	226893	0	2	0	0	37	3	2072777	8.234875e-01	1
ADAM22	178742	722	17	373915	93227	0	1	0	0	50	9	2887599	8.236083e-01	1
SOHLH2	81451	880	-44	165254	44626	0	1	0	0	50	24	2553275	8.237038e-01	1
CAMTA1	289717	462	23	634993	177497	0	2	1	0	50	12	3476853	8.237609e-01	1
COL17A1	455010	271	19	576587	172939	0	2	0	0	50	10	3012626	8.240275e-01	1
AACS	894670	306	13	262880	68953	0	1	1	0	50	15	2925070	8.240298e-01	1
RBMS3	30243	808	-11	178610	46375	0	1	0	0	50	36	4067803	8.241436e-01	1
SBNO2	2398425	234	17	528622	160325	0	1	0	0	26	3	2465825	8.243807e-01	1
C10orf2	1020226	247	40	253287	78705	0	1	0	0	27	7	1721546	8.245230e-01	1
SLC18A1	158991	511	-4	203679	56127	0	1	1	0	50	22	3138554	8.247215e-01	1
ABCB1	287293	822	0	491363	136846	0	4	0	0	5	2	417693	8.247686e-01	1
KIF11	347309	312	20	410114	107431	0	1	0	0	50	12	3625200	8.247885e-01	1
SLC45A1	971531	321	25	273851	87874	0	1	0	0	50	14	3069972	8.248157e-01	1
CEBPZ	488101	253	42	414195	99216	0	1	0	0	50	6	2423266	8.248283e-01	1
ZMYND11	223637	625	3	243376	56180	0	1	0	0	12	2	917165	8.249418e-01	1
STX16	1026997	504	15	126087	34503	0	1	1	0	16	5	692604	8.250783e-01	1
PAK3	109883	NaN	18	227847	59466	0	1	0	0	50	19	2951199	8.252745e-01	1
SAFB2	873075	295	17	367979	99799	0	2	0	0	30	10	1833747	8.253735e-01	1
ZNF345	352375	976	-36	188574	45315	0	1	0	0	50	27	3230138	8.254589e-01	1
DPP4	153730	528	9	307930	73829	0	1	0	0	50	18	3765332	8.254945e-01	1
MTSS1	481244	561	39	285246	83634	0	1	0	0	7	1	428717	8.256214e-01	1
LZTS2	1020226	247	40	238606	83528	0	1	0	0	27	7	1721546	8.259210e-01	1
SLC38A8	494952	460	3	161809	51887	0	1	0	0	13	3	745180	8.261021e-01	1
ASCC2	849790	182	33	295051	78599	0	1	0	0	50	18	3723303	8.262437e-01	1
C2orf16	1192670	306	41	733732	213431	0	4	2	0	50	25	4260564	8.266870e-01	1
LAMA1	241772	228	-37	1183384	323618	0	10	4	0	40	22	2780751	8.268005e-01	1
BCHE	28918	1215	-18	229543	59996	0	2	2	0	39	26	2182328	8.268479e-01	1
PIK3C2B	482894	188	34	621213	179034	0	3	0	0	12	2	848265	8.269660e-01	1
PTGER2	405022	533	18	128313	43566	0	1	2	0	19	8	943824	8.271678e-01	1
KAT2A	2171374	206	37	318795	92061	0	1	0	0	50	10	2654823	8.277581e-01	1
TRIM42	108667	896	10	276819	71073	0	1	0	0	50	17	3377531	8.279445e-01	1
CSGALNACT2	450604	563	-9	209085	53742	0	1	1	0	50	14	2121590	8.280342e-01	1
SRGAP2	472089	300	6	379692	102714	0	1	0	0	50	13	3743337	8.280718e-01	1
PML	375211	344	41	446313	140397	0	1	0	0	39	5	2607653	8.281099e-01	1
AASDH	639545	594	5	418329	114798	0	2	2	0	50	27	3930003	8.282892e-01	1
KIF17	632832	208	35	386211	114003	0	1	0	0	50	12	3307412	8.283032e-01	1
MYOM2	104051	570	-26	571128	151050	0	4	1	0	14	5	1104891	8.283645e-01	1
PRF1	549339	573	40	201771	65349	0	1	0	0	15	6	1306238	8.286630e-01	1
PTGFR	249935	671	-16	145432	39485	0	1	2	0	22	8	856904	8.287475e-01	1
CD22	767113	472	9	325897	86867	0	2	2	0	50	19	2542357	8.288317e-01	1
ZNF644	223798	843	-7	506309	130327	0	2	0	0	14	8	1216032	8.290162e-01	1
CNTNAP1	1740597	177	36	520354	154919	0	1	0	0	29	2	2052001	8.290917e-01	1
CLCNKB	886121	197	43	278992	84482	0	1	0	0	50	14	2992274	8.291661e-01	1
PSMD1	1175473	345	36	373385	96937	0	1	0	0	31	3	1616606	8.291997e-01	1
KIAA1598	202512	533	-14	251485	60155	0	1	0	0	50	18	2856700	8.293684e-01	1
DAPK1	141078	494	26	544363	153488	0	1	0	0	50	6	3186572	8.294520e-01	1
CAPZA3	82407	911	-29	113738	29680	0	1	1	0	50	39	2533453	8.295148e-01	1
ASXL2	602691	287	31	533869	158099	0	1	0	0	50	8	3705124	8.295819e-01	1
RAB11FIP2	100461	912	-1	197001	50244	0	1	0	0	50	23	2886751	8.296022e-01	1
ANKZF1	733837	158	40	271201	83846	0	1	0	0	20	2	1091058	8.300937e-01	1
COG5	492317	753	18	332098	92273	0	2	1	0	50	19	2536315	8.303268e-01	1
KIAA1024	261814	789	13	344977	94340	0	1	1	0	50	12	3156627	8.303836e-01	1
NAALAD2	131926	1141	-22	289539	75366	0	2	0	0	32	20	2267234	8.305003e-01	1
NCAN	940952	232	17	490462	149036	0	3	1	0	50	19	3073576	8.305921e-01	1
KCNA10	435777	589	29	189157	55385	0	1	2	0	18	5	1013678	8.306869e-01	1
KCNJ2	31424	614	-44	159848	44308	0	1	1	0	6	5	374710	8.308559e-01	1
ZNF607	553692	829	-48	271572	63441	0	1	2	0	50	14	2647456	8.308749e-01	1
ADAMTS2	1496298	677	-4	468732	134673	0	3	0	0	9	4	800353	8.310225e-01	1
CYP4F11	843515	575	12	202672	55226	0	1	1	0	21	13	1764529	8.311015e-01	1
SRCIN1	1028227	232	33	434017	142199	0	1	0	0	14	0	1241207	8.314443e-01	1
SIRPB2	397239	386	42	128260	37895	0	1	1	0	4	1	427763	8.316692e-01	1
RPH3A	651570	527	28	272314	71921	0	1	1	0	50	26	3710424	8.316792e-01	1
FBXW7	117295	501	51	323512	86708	0	1	0	0	50	16	3574267	8.317992e-01	1
CCDC67	234882	649	-20	242475	54378	0	1	0	0	50	26	3798934	8.321817e-01	1
RELN	291011	954	7	1341218	350383	0	6	4	0	50	16	3076120	8.324341e-01	1
TPH2	223598	619	-18	190217	50350	0	1	1	0	26	12	1610829	8.326586e-01	1
VPS16	766497	396	44	324996	90948	0	1	0	0	50	14	3498318	8.328590e-01	1
CHPF	548994	487	35	273904	98156	0	1	1	0	50	18	3708675	8.333153e-01	1
ZNF442	1744621	671	-8	243800	58300	0	1	0	0	50	23	3570186	8.334136e-01	1
CWH43	246165	439	49	269982	73458	0	2	2	0	9	3	680626	8.336611e-01	1
RALYL	28254	1435	-22	119462	31111	0	1	0	0	50	36	2570394	8.337852e-01	1
LRRTM1	10982	1577	-18	190959	59148	0	3	2	0	34	32	1922469	8.337963e-01	1
CHFR	944795	674	10	268975	74465	0	1	0	0	46	20	2785892	8.338832e-01	1
PRDM5	19279	961	-16	252704	57823	0	2	0	0	50	37	3245614	8.344665e-01	1
PLCB4	77680	715	-57	486381	112890	0	4	1	0	50	33	3562713	8.344956e-01	1
C3orf20	540760	510	41	342380	98209	0	2	0	0	12	4	982832	8.345429e-01	1
LRRFIP1	542668	347	33	459351	117024	0	1	0	0	47	7	2943461	8.345480e-01	1
ADAMTS17	143599	755	-36	416262	120204	0	4	0	0	13	8	1178720	8.346258e-01	1
FEZF1	61242	1007	-15	177497	51781	0	1	0	0	50	28	3307041	8.346572e-01	1
CMIP	334492	428	21	299662	85754	0	1	0	0	50	15	3324160	8.347501e-01	1
SLCO3A1	70107	867	-8	275388	82998	0	1	0	0	50	23	4208253	8.348454e-01	1
ZC3H4	1263858	179	37	484049	146863	0	1	0	0	50	6	3026353	8.351230e-01	1
MCM4	898350	459	35	329342	92962	0	1	0	0	19	3	1414040	8.353592e-01	1
CKAP5	1075464	145	38	785778	211311	0	1	0	0	50	5	4168556	8.354195e-01	1
TMEM67	234269	416	15	409849	105311	0	1	1	0	50	10	3021424	8.355817e-01	1
ATAD5	605762	209	25	713857	180200	0	1	0	0	18	0	1869734	8.357551e-01	1
ZNF582	164565	599	-49	202407	47223	0	1	0	0	50	29	3058047	8.357590e-01	1
ZNF333	1032767	448	29	256467	68211	0	1	0	0	50	21	3586457	8.358134e-01	1
HJURP	301500	439	13	283179	79500	0	1	0	0	50	14	2950457	8.360537e-01	1
ARFGEF1	307618	642	26	722602	184016	0	2	0	0	10	0	821659	8.363546e-01	1
GRIN2D	1448469	209	38	480498	164883	0	2	0	0	9	3	1317050	8.363795e-01	1
AFF2	97330	NaN	-13	507104	140185	0	6	3	0	19	8	1093920	8.364408e-01	1
FAM134B	203311	553	-11	195305	53530	0	1	1	0	50	25	3136911	8.365969e-01	1
MYOC	411007	718	10	188203	54272	0	1	0	0	50	26	3222135	8.371567e-01	1
ELMO2	543201	612	48	284186	73087	0	1	0	0	50	15	3021424	8.371830e-01	1
THRAP3	742773	170	31	360877	101495	0	1	1	0	50	10	2893588	8.376796e-01	1
SRRM4	116468	835	2	230550	69006	0	1	1	0	50	18	3034833	8.377295e-01	1
ZBTB16	162787	529	-6	254877	70437	0	1	1	0	50	28	3422157	8.377351e-01	1
ZEB1	323935	635	16	431367	112572	0	2	2	0	35	14	2482467	8.377868e-01	1
ZNF224	544061	558	-31	276607	63971	0	1	0	0	50	13	2447275	8.377977e-01	1
TMPRSS9	1553941	267	33	389444	126193	0	2	0	0	27	5	1309948	8.378278e-01	1
ITIH4	1193949	272	49	357273	101760	0	1	0	0	50	12	3351561	8.378585e-01	1
NLRP11	991833	362	-35	392730	106212	0	2	2	0	26	9	1664677	8.380881e-01	1
CHD7	248521	572	45	1142468	310474	0	8	0	0	8	1	719846	8.381908e-01	1
RASA3	434290	406	58	328971	83952	0	1	0	0	19	1	1057403	8.382784e-01	1
GPR39	46530	849	3	166738	50456	0	1	1	0	29	16	1866501	8.384138e-01	1
PIK3R4	198723	430	17	519400	140927	0	1	0	0	41	4	2455490	8.384845e-01	1
OR8J3	10101	1007	-38	114957	35457	0	4	1	0	3	2	149195	8.387292e-01	1
ALPK2	204534	290	67	816094	227105	0	5	1	0	18	6	1562069	8.389626e-01	1
MBTPS1	522600	435	8	403754	111883	0	1	0	0	50	12	3530118	8.391263e-01	1
PPP1R12B	770535	377	32	407676	112254	0	1	0	0	50	10	3310009	8.392966e-01	1
ANKRD35	NaN	NaN	NaN	371159	115063	0	1	0	0	50	26	6017355	8.393900e-01	1
PRDM16	248448	632	16	481505	138118	0	2	0	0	45	16	3614335	8.394778e-01	1
POTEH	66885	909	-64	215021	51940	0	2	0	0	47	42	3168075	8.395117e-01	1
KLHL14	213836	913	-12	237652	67469	0	3	0	0	23	13	1040920	8.401705e-01	1
TJP3	2144458	206	34	357326	109498	0	1	0	0	50	10	2862000	8.401780e-01	1
ATP2B2	673500	458	50	473078	133666	0	1	2	0	50	9	3467684	8.402326e-01	1
MPO	838530	401	15	278621	84217	0	1	0	0	27	6	1666691	8.404668e-01	1
USP9X	734477	NaN	38	996559	257156	0	1	1	0	50	8	2970544	8.405156e-01	1
PIBF1	258763	533	30	300510	71868	0	1	0	0	50	22	3593135	8.405926e-01	1
MTMR4	855696	384	23	455588	126352	0	1	0	0	50	12	4066531	8.406462e-01	1
LRRC41	690472	205	31	295316	98527	0	1	0	0	50	14	2622811	8.409566e-01	1
ADCY8	45406	771	-7	469315	139019	0	5	4	0	13	8	1055654	8.409915e-01	1
IFNAR1	857199	179	81	218413	54113	0	1	1	0	11	3	877309	8.412631e-01	1
CRMP1	101380	643	14	265106	77698	0	1	1	0	50	18	2660335	8.413081e-01	1
OR13F1	146816	930	-33	116759	35563	0	1	1	0	50	41	2673214	8.414490e-01	1
RYR2	86856	1024	-24	1934394	501486	0	34	11	0	39	42	2997044	8.414785e-01	1
ADCY3	284877	296	37	434706	124497	0	1	0	0	32	3	1801364	8.416997e-01	1
PIWIL4	367057	478	6	331886	87079	0	1	0	0	20	2	1204107	8.420661e-01	1
USP14	527535	689	-11	198326	47329	0	1	0	0	27	9	1409058	8.421116e-01	1
DAB2	167695	374	-7	292613	83899	0	1	3	0	50	16	3282449	8.421793e-01	1
TAL1	364960	414	3	118985	41128	0	1	1	0	10	3	528516	8.424495e-01	1
TNS3	192490	488	16	544734	161544	0	1	2	0	50	4	2653763	8.424744e-01	1
CNTN6	6599	831	-23	398030	106795	0	2	2	0	50	35	2793789	8.425582e-01	1
TBK1	459373	411	-22	289698	71232	0	1	0	0	50	19	3279428	8.426353e-01	1
UBR2	1007026	194	42	713963	175801	0	1	1	0	50	7	3531549	8.426472e-01	1
CHD3	1971623	337	29	803957	220003	0	3	0	0	17	3	1193825	8.426486e-01	1
HHIP	143634	1116	-6	269876	72133	0	1	0	0	50	16	2945051	8.428781e-01	1
OR8K1	10293	963	-36	117978	34344	0	1	0	0	37	37	2296384	8.429707e-01	1
SLC12A6	498240	193	16	455482	127889	0	1	0	0	50	8	2967099	8.433537e-01	1
HS3ST3A1	116063	727	-76	146227	48548	0	1	0	0	50	35	3260189	8.437908e-01	1
FAM189B	1574928	194	45	241945	84164	0	1	1	0	9	3	493377	8.438107e-01	1
ANO7	1333138	317	35	364905	107166	0	1	1	0	50	13	3646665	8.439045e-01	1
PARP14	427462	423	47	688205	181843	0	2	0	0	50	11	3260613	8.439299e-01	1
SLC28A2	494393	471	23	252810	72345	0	1	1	0	47	15	2649788	8.439327e-01	1
KDM6A	59340	NaN	36	540971	145591	0	3	0	0	50	20	3145497	8.442015e-01	1
FAM65C	568493	153	55	357856	107219	0	1	1	0	50	9	2708777	8.442041e-01	1
ZNF618	354541	591	-3	330720	89040	0	1	1	0	50	9	2405193	8.443132e-01	1
GLB1L3	270350	623	21	255566	68476	0	1	0	0	50	15	2664628	8.444102e-01	1
IQSEC2	886836	NaN	77	562754	177073	0	1	1	0	50	6	3370323	8.445713e-01	1
CHST6	488582	225	6	139284	50244	0	1	2	0	12	5	714970	8.446392e-01	1
DENND3	360825	204	51	459669	126246	0	1	1	0	50	10	2880550	8.447360e-01	1
PAPOLA	328369	576	19	291341	77857	0	1	0	0	21	7	1780217	8.448846e-01	1
SP140L	535116	642	36	235373	53530	0	1	0	0	50	21	2849121	8.448916e-01	1
ZNF614	436768	901	-53	225356	56074	0	1	0	0	27	10	1417326	8.450297e-01	1
TIAM2	120675	362	27	646388	180730	0	3	1	0	50	14	2987027	8.451817e-01	1
TBX5	88840	794	-25	206329	56657	0	1	0	0	50	35	3032819	8.451821e-01	1
ELP2	390096	591	41	324572	83899	0	1	0	0	50	14	3170672	8.453694e-01	1
DDX10	250455	616	2	344447	84535	0	1	1	0	50	13	3118361	8.454119e-01	1
RBM26	161846	521	30	377943	103032	0	1	1	0	50	13	3528687	8.454690e-01	1
MAGEC1	17504	NaN	-11	421085	124921	0	5	1	0	50	59	4841391	8.456268e-01	1
IQSEC1	516922	406	48	427816	130910	0	1	1	0	50	11	3796602	8.457476e-01	1
SLC4A10	229857	820	0	444670	119462	0	2	1	0	50	17	2869367	8.459171e-01	1
MDC1	2115149	171	41	761133	244701	0	2	1	0	50	9	3443039	8.460409e-01	1
NELL2	79685	930	-19	354782	86920	0	1	2	0	50	35	3281813	8.460690e-01	1
CD36	120451	351	-28	185288	48283	0	1	0	0	50	31	2845040	8.461854e-01	1
WFS1	418118	599	48	329819	100117	0	1	1	0	50	15	2479976	8.462339e-01	1
SYTL5	106836	NaN	19	292560	76797	0	1	0	0	50	17	3306140	8.462633e-01	1
AGBL2	984490	155	23	353139	88722	0	1	1	0	50	12	2967205	8.465237e-01	1
TMEM108	418705	773	10	205799	72133	0	1	0	0	50	25	3485969	8.471943e-01	1
MYH7	1220544	456	29	749685	197955	0	5	1	0	50	21	3359564	8.472098e-01	1
ZNF800	313691	807	-5	253446	67098	0	2	0	0	13	11	1077225	8.472855e-01	1
EDEM3	370601	493	4	363792	93333	0	1	0	0	14	1	1115226	8.473958e-01	1
EPC2	91724	642	7	312276	81726	0	2	0	0	10	3	756151	8.475400e-01	1
ZNF443	1754294	593	0	259965	62487	0	1	1	0	50	29	3663890	8.476185e-01	1
ARHGAP4	2328608	NaN	27	371689	113420	0	1	0	0	38	10	3109033	8.478792e-01	1
DLG2	57955	1000	-20	408312	106053	0	2	1	0	50	38	3367567	8.485215e-01	1
GZF1	188823	688	-22	270247	71921	0	1	0	0	50	25	4077555	8.487702e-01	1
HOXA3	356045	385	28	160060	52364	0	4	3	0	9	7	429777	8.488741e-01	1
ZNF638	328513	459	19	761133	199386	0	3	1	0	50	15	3365606	8.488835e-01	1
FLNA	2356905	NaN	27	995764	296588	0	4	1	0	15	5	1504723	8.490104e-01	1
PRKD3	482178	231	38	345295	90524	0	1	0	0	50	11	2733528	8.490567e-01	1
COG2	379098	568	3	287207	76108	0	1	0	0	50	19	3226905	8.491061e-01	1
NEO1	328878	705	14	555758	159424	0	3	0	0	43	17	3083752	8.491732e-01	1
SCLT1	98655	645	8	276501	64872	0	1	0	0	19	6	1410171	8.493158e-01	1
DET1	212296	630	4	210728	60526	0	2	0	0	7	0	324943	8.494900e-01	1
ZNF133	575071	471	-1	246768	67734	0	1	1	0	50	17	2608236	8.495071e-01	1
DNAH7	105357	518	-3	1557564	403383	0	10	2	0	17	10	1537901	8.497429e-01	1
LIG1	973756	431	26	354093	101919	0	1	1	0	50	18	3657053	8.499439e-01	1
XYLT1	30248	996	-2	358121	107113	0	3	3	0	25	16	1314347	8.499584e-01	1
NCAPD2	2764720	179	42	535512	152958	0	1	1	0	50	10	3861315	8.499676e-01	1
NCSTN	987855	526	28	271625	77539	0	1	0	0	50	16	2905513	8.500301e-01	1
FNIP1	346839	637	27	451030	116441	0	1	0	0	50	14	3633574	8.502056e-01	1
SLC4A9	683517	143	39	358545	113049	0	1	2	0	50	11	3032289	8.503943e-01	1
TNKS2	333272	331	15	448857	124338	0	1	0	0	27	3	1834807	8.509315e-01	1
MRC2	200276	280	-18	571022	153382	0	3	0	0	23	7	1712377	8.518199e-01	1
NOS2	474206	541	-22	444405	122589	0	2	2	0	50	17	3012467	8.521373e-01	1
CCDC102B	70753	1048	-8	201453	48177	0	1	0	0	50	28	3197490	8.522281e-01	1
ZNF189	112947	898	-22	243270	57081	0	1	0	0	50	22	3212436	8.522809e-01	1
NCDN	1049488	388	34	263410	89252	0	1	0	0	50	10	2111308	8.523177e-01	1
SCIN	119569	510	-1	278250	72822	0	1	0	0	50	18	3231993	8.523457e-01	1
CYP21A2	NaN	NaN	NaN	369410	114745	0	1	0	0	50	26	6017037	8.524875e-01	1
ADAMTS14	546305	566	37	463750	134885	0	2	0	0	13	2	1035302	8.527399e-01	1
ATG9B	622098	373	41	335914	113738	0	1	0	0	50	15	3742860	8.528206e-01	1
TEX2	1372704	292	15	427180	121211	0	1	0	0	38	13	3164153	8.531623e-01	1
MIB1	246867	325	47	388437	104622	0	1	0	0	41	8	2525715	8.533937e-01	1
EHHADH	775543	587	35	269505	79977	0	1	0	0	50	18	3105535	8.535075e-01	1
CEP120	173569	467	12	383296	100223	0	1	0	0	50	12	3227064	8.536345e-01	1
ATP1A1	616485	464	18	394850	109816	0	1	0	0	46	11	2713547	8.536846e-01	1
ZNF649	444002	817	-53	194722	48548	0	1	0	0	50	20	2438901	8.542169e-01	1
SYNJ2	478315	208	44	565987	164618	0	2	0	0	23	2	1225148	8.544859e-01	1
PRMT5	1177534	225	34	254930	69589	0	1	0	0	16	3	1041450	8.549300e-01	1
MDGA2	14033	1195	-46	366177	100488	0	4	2	0	12	15	962109	8.550213e-01	1
CEP78	249135	554	-32	278409	76002	0	1	0	0	50	21	3165001	8.553864e-01	1
MYO18A	1560056	159	33	785513	220798	0	4	2	0	21	3	1185027	8.554469e-01	1
BMP7	207872	617	-21	164618	45262	0	2	2	0	7	5	508376	8.558659e-01	1
CEACAM5	1341589	499	16	263304	77751	0	1	2	0	35	7	1597049	8.559350e-01	1
MCCC1	275779	546	22	282331	75419	0	1	0	0	43	14	2686252	8.559428e-01	1
ZNF714	164756	1079	-42	214650	51993	0	1	0	0	50	25	2996673	8.560404e-01	1
CTNND2	15425	1060	-13	460040	138118	0	14	5	0	3	6	356425	8.561094e-01	1
CLTC	1083057	398	23	648826	170342	0	2	2	0	50	11	2977487	8.561127e-01	1
RTP1	425258	445	28	99269	27613	0	1	1	0	6	1	305969	8.561459e-01	1
POU3F4	12933	NaN	-23	132924	40068	0	2	2	0	5	7	496398	8.561531e-01	1
SMCR8	957114	254	9	349164	98898	0	1	1	0	22	2	1232939	8.561646e-01	1
ARHGAP36	65931	NaN	13	206223	61533	0	3	2	0	7	3	375293	8.563998e-01	1
KIF18A	316347	482	-11	350754	88245	0	1	0	0	17	4	1468524	8.564032e-01	1
TSHR	214327	492	-10	307559	84535	0	3	0	0	6	0	346673	8.565969e-01	1
ERICH1	106263	889	-34	170925	44361	0	1	0	0	50	33	2435456	8.567308e-01	1
CAPRIN2	286973	420	-8	432056	116812	0	1	1	0	50	13	3350183	8.567356e-01	1
ZNF431	173248	1093	-42	225091	52682	0	1	0	0	50	25	3013951	8.570091e-01	1
NRXN3	21523	905	-32	449069	123013	0	6	1	0	17	10	970907	8.571508e-01	1
SPTBN2	1432488	187	46	897025	266378	0	1	0	0	15	1	1258008	8.573399e-01	1
MOCOS	393505	591	40	336974	96619	0	1	0	0	50	16	3204221	8.573452e-01	1
CCDC93	195266	578	-2	253870	62222	0	1	0	0	50	18	2798665	8.574796e-01	1
VAV2	674833	504	29	350648	87397	0	1	0	0	37	10	2340109	8.575014e-01	1
ITGBL1	26094	536	-6	197160	45315	0	1	0	0	50	28	3275559	8.576360e-01	1
OPRM1	44509	878	0	273745	75737	0	1	0	0	41	17	2827815	8.578654e-01	1
SLC26A4	515284	579	37	299026	86231	0	1	0	0	26	7	1748046	8.578731e-01	1
RHOBTB1	99491	403	-13	266749	71444	0	2	0	0	8	5	793728	8.578887e-01	1
DENND1B	206539	480	-21	310792	79871	0	1	0	0	50	25	3806937	8.580454e-01	1
BAZ2B	351229	414	23	836923	219950	0	3	0	0	10	0	729598	8.581470e-01	1
CCDC80	255516	510	24	356955	101124	0	1	2	0	50	13	3155567	8.581756e-01	1
ZNF99	83716	1439	-72	405874	92909	0	3	0	0	13	8	801890	8.582082e-01	1
CRISPLD1	137515	703	-22	198962	48919	0	1	0	0	50	35	3901860	8.582600e-01	1
PCSK6	372683	406	-1	430095	120840	0	3	0	0	12	2	694512	8.583361e-01	1
TOPBP1	406166	396	37	588671	154972	0	2	1	0	43	13	2962912	8.588912e-01	1
THSD7B	11902	824	-16	609553	159530	0	7	1	0	28	14	1543572	8.592083e-01	1
MBOAT2	438336	469	25	202990	53159	0	1	0	0	26	14	1780376	8.593470e-01	1
POTEF	347607	560	4	417057	105735	0	2	3	0	39	16	2534831	8.593671e-01	1
