CCLE Cell Line Name	Primary Cell Line Name	Compound	Target	Doses (uM)	Activity Data (median)	Activity SD	Num Data	FitType	EC50 (uM)	IC50 (uM)	Amax	ActArea
NCIH1915_LUNG	NCI-H1915	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	14.1,-18,-33,-75,-92,-97,-97,-99	16.7,26.1,3.83,1.34,3.13,.12,.037,.12	8	Sigmoid	0.032148656	0.038531255	-97.83203125	4.8531
NCIH1944_LUNG	NCI-H1944	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	3.15,14.5,-1.1,-57,-110,-110,-125,-128	16.3,5.97,32.1,20.2,4.22,6.65,5.78,5.53	8	Sigmoid	0.079076	0.072113864	-122.3727036	3.797
NCIH1975_LUNG	NCI-H1975	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	-1.9,13.4,-13,-45,-87,-95,-96,-97	11.1,15.2,13.5,34.2,2.06,.39,.10,.45	8	Sigmoid	0.077809379	0.084974937	-96.29135132	3.3759
NCIH2009_LUNG	NCI-H2009	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	-11,-20,-29,-92,-96,-97,-97,-99	12.9,13.0,2.48,1.78,.041,.36,.64,.033	8	Sigmoid	0.03887799	0.035882048	-97.06735229	5.2809
NCIH2023_LUNG	NCI-H2023	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	11.2,22.8,9.30,-49,-88,-111,-113,-115	4.54,.095,5.27,6.49,4.37,3.87,.16,1.62	8	Sigmoid	0.083541416	0.093299761	-114.2302628	3.9486
NCIH2030_LUNG	NCI-H2030	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	13.7,13.2,7.04,-27,-65,-93,-96,-98	12.2,.49,15.5,.78,10.1,1.61,1.99,.66	8	Sigmoid	0.112264164	0.14027597	-98.68292236	3.6894
NCIH2085_LUNG	NCI-H2085	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	11.7,-3.7,-28,-55,-78,-91,-97,-98	21.4,24.2,37.3,6.82,2.47,3.30,.66,.089	8	Sigmoid	0.049192902	0.054746706	-98.9283905	4.3973
NCIH2087_LUNG	NCI-H2087	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	8.15,21.1,8.90,-35,-74,-82,-87,-93	9.39,2.66,8.74,1.75,3.59,1.15,.15,.69	8	Sigmoid	0.078798965	0.113999806	-88.17737579	3.572
NCIH211_LUNG	NCI-H211	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	1.99,-4.9,-67,-92,-93,-94,-95,-97	4.99,13.9,20.2,.96,1.34,.63,.27,.35	8	Sigmoid	0.023277462	0.014001844	-94.30353546	5.3056
NCIH2122_LUNG	NCI-H2122	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	9.96,-15,-44,-80,-100,-105,-106,-109	14.8,4.44,2.17,9.76,1.53,3.02,3.63,2.86	8	Sigmoid	0.031653725	0.030371366	-107.8469543	4.8641
NCIH2170_LUNG	NCI-H2170	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	7.68,-12,-23,-82,-92,-94,-95,-97	4.68,12.8,13.6,8.23,.99,.45,.32,.48	8	Sigmoid	0.036113873	0.039551973	-95.05230713	5.0943
NCIH2228_LUNG	NCI-H2228	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.2,-16,-27,-57,-70,-103,-105,-107	5.88,2.98,6.37,3.74,4.61,.88,.51,1.01	8	Sigmoid	0.088501014	0.067522921	-108.5293121	4.2462
NCIH226_LUNG	NCI-H226	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	.19,20.3,1.20,-8.2,-51,-76,-92,-96	4.49,2.69,3.34,9.51,3.99,4.39,.29,.45	8	Sigmoid	0.23154965	0.26439777	-94.73625183	2.8671
NCIH2286_LUNG	NCI-H2286	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	4.83,5.27,-25,-78,-91,-94,-95,-97	6.60,13.5,5.32,3.88,.87,.16,.51,.17	8	Sigmoid	0.037290316	0.041530162	-94.86310577	4.8471
NCIH23_LUNG	NCI-H23	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	4.67,22.4,6.51,-62,-93,-95,-96,-98	15.5,5.35,11.5,1.65,.46,.57,.41,.76	8	Sigmoid	0.054479025	0.065439694	-96.59057617	4.3584
NCIH2444_LUNG	NCI-H2444	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	-12,1.91,-6.4,-51,-86,-91,-95,-98	7.70,29.1,25.6,14.4,1.02,1.02,.039,.075	8	Sigmoid	0.086883977	0.078222416	-95.6917038	4.1274
NCIH322_LUNG	NCI-H322	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	3.13,5.61,-12,-42,-84,-105,-109,-112	5.56,3.98,6.77,14.2,3.85,2.94,3.28,3.43	8	Sigmoid	0.094801314	0.089495383	-111.1885529	3.7953
NCIH3255_LUNG	NCI-H3255	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	-.64,-17,-23,-53,-89,-96,-94,-98	.37,6.37,8.91,21.8,1.99,.62,.045,.41	8	Sigmoid	0.052660327	0.052645214	-96.44952393	4.352
NCIH358_LUNG	NCI-H358	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.7,11.3,-11,-43,-88,-99,-100,-101	5.04,9.69,4.34,.64,1.83,.30,.31,.46	8	Sigmoid	0.091545671	0.091187067	-100.6108398	4.264
NCIH441_LUNG	NCI-H441	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	-8.3,-2.5,-4.2,-34,-77,-95,-98,-99	11.0,.16,.19,1.74,.58,1.26,.66,1.38	8	Sigmoid	0.119849399	0.121321343	-98.49234772	3.8005
NCIH460_LUNG	NCI-H460	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	9.59,8.16,5.45,-47,-82,-93,-96,-98	10.4,5.88,9.40,19.0,5.10,1.45,.23,.72	8	Sigmoid	0.085058324	0.098729089	-95.65319061	4.002
NCIH520_LUNG	NCI-H520	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	19.2,20.4,-2.4,-66,-86,-89,-91,-93	6.56,30.9,5.86,3.58,4.65,2.38,.51,1.95	8	Sigmoid	0.046723418	0.05924473	-90.56449127	4.0233
NCIH522_LUNG	NCI-H522	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	10.8,11.1,-4.1,-48,-77,-95,-96,-97	7.30,3.96,5.79,2.03,12.8,1.10,.057,.19	8	Sigmoid	0.069565415	0.083385691	-96.61392975	4.0878
NCIH647_LUNG	NCI-H647	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	40.2,-5.8,31.3,-16,-36,-81,-89,-100	3.19,3.54,4.32,20.5,5.37,3.94,1.82,2.20	8	Sigmoid	0.194787472	0.330431819	-98.41295624	2.9629
NCIH650_LUNG	NCI-H650	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.4,2.23,-1.8,-33,-67,-89,-94,-98	10.7,13.0,1.97,3.28,.090,.76,1.36,1.70	8	Sigmoid	0.135400012	0.145700812	-95.97328949	3.4858
NCIH661_LUNG	NCI-H661	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	-25,-48,-51,-59,-85,-95,-99,-100	27.2,65.9,61.9,52.8,12.2,.62,4.86,6.57	8	Sigmoid	0.15982822	0.002623093	-94.14267731	5.3017
NCIH727_LUNG	NCI-H727	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	4.50,32.8,-9.8,-42,-45,-66,-77,-82	23.4,22.3,18.0,18.2,17.6,14.1,6.81,4.12	8	Sigmoid	0.036277983	0.076096117	-82.24359131	2.9172
NCIH810_LUNG	NCI-H810	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	-9.5,-9.5,-64,-95,-97,-97,-97,-99	29.4,17.7,23.1,1.14,1.82,1.50,2.51,2.04	8	Sigmoid	0.016008226	0.011893968	-95.92093658	5.4403
PC14_LUNG	PC-14	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.2,-1.6,-17,-48,-89,-96,-98,-99	1.89,.34,2.58,12.8,.56,1.33,.65,.24	8	Sigmoid	0.079643272	0.078054368	-99.00039673	4.1845
RERFLCAI_LUNG	RERF-LC-AI	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.2,-8.7,-24,-59,-88,-93,-93,-96	6.03,5.90,2.24,.13,1.04,.37,.38,.52	8	Sigmoid	0.058777809	0.05961905	-95.05133057	4.4865
RERFLCMS_LUNG	RERF-LC-MS	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	1.49,-2.1,-6.5,-15,-75,-102,-113,-116	12.9,15.2,19.1,3.71,2.38,2.42,.091,.12	8	Sigmoid	0.168551311	0.16285108	-113.6948013	3.3784
SBC5_LUNG	SBC-5	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	1.68,10.6,-65,-97,-98,-98,-98,-99	6.79,5.76,9.38,.34,.29,.15,.34,.16	8	Sigmoid	0.021984635	0.022658857	-97.79703522	4.3195
SHP77_LUNG	SHP-77	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	-6.7,36.3,-22,-31,-77,-90,-92,-97	12.3,6.15,1.54,8.61,3.84,.17,2.44,.50	8	Sigmoid	0.141201377	0.126980886	-93.75082397	4.1427
SKLU1_LUNG	SK-LU-1	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	3.26,-16,-10,-41,-57,-86,-88,-97	11.7,4.11,.46,1.45,8.72,1.50,3.63,.83	8	Sigmoid	0.141477689	0.14629741	-95.94257355	4.0676
SKMES1_LUNG	SK-MES-1	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	6.51,-4.7,-7.6,-57,-83,-99,-101,-102	5.48,19.4,4.26,.61,.35,.021,.12,.25	8	Sigmoid	0.066680953	0.074044675	-100.7812958	4.3314
SQ1_LUNG	Sq-1	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	-1.6,-7.0,-24,-72,-91,-95,-96,-98	2.20,6.48,6.96,8.85,1.22,.62,.86,.47	8	Sigmoid	0.047205288	0.048271563	-96.15841675	4.9539
SW1271_LUNG	SW 1271	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	8.02,9.66,-2.8,-36,-73,-84,-91,-96	20.3,16.6,7.49,4.29,.75,1.17,1.67,.77	8	Sigmoid	0.076574966	0.118889667	-93.67156982	3.5354
SW1573_LUNG	SW 1573	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	4.37,2.58,6.22,-41,-85,-96,-99,-100	11.4,3.99,3.60,4.90,1.94,.45,.41,.35	8	Sigmoid	0.091038942	0.098110721	-98.04840851	3.9544
SW900_LUNG	SW 900	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	-9.2,12.8,22.4,9.02,-12,-34,-82,-91	15.5,4.35,13.0,17.9,35.6,23.6,1.73,1.38	8	Sigmoid	0.961156249	1.140692115	-90.65504456	1.8786
T3M10_LUNG	T3M-10	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	-.87,2.62,-26,-52,-76,-75,-85,-95	9.28,6.95,3.92,1.21,4.03,7.16,1.13,3.07	8	Sigmoid	0.050711576	0.073724605	-88.22901917	3.879
VMRCLCD_LUNG	VMRC-LCD	Panobinostat	HDAC	.0025,.0080,.025,.080,.25,.80,2.53,8	8.98,-33,-85,-100,-100,-101,-102,-106	6.13,26.8,3.53,.062,1.76,1.83,.27,.88	8	Sigmoid	0.004094853	0.008142164	-102.906929	5.8651
A549_LUNG	A549	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	.15,-5.3,-7.4,-6.0,3.86,-9.8,3.57,-81	7.93,13.6,5.45,2.08,7.58,0,9.95,3.69	8	Sigmoid	8.012370158	6.775072098	-81.19078827	0.6549
CAL12T_LUNG	CAL-12T	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-10.0,-7.0,-.73,1.56,4.39,17.0,10.9,-56	2.25,2.74,12.9,12.9,11.4,3.85,11.3,3.76	8	Sigmoid	8.23739769	7.762419224	-56.24478912	0.6577
CALU1_LUNG	Calu-1	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.5,6.12,6.20,-.87,6.35,3.77,13.9,-10	3.32,13.7,.52,8.02,17.1,3.07,7.28,1.38	8	Constant	NA	8	3.101964474	0.05791
CALU3_LUNG	Calu-3	Sorafenib	RTK	.0080,.025,.080,.25,.80,2.53,8	-18,-9.2,-12,8.95,15.0,32.9,-9.1	2.53,6.43,18.5,1.83,4.25,10.5,3.51	7	Linear	NA	8	-17.68352318	0.5152
CALU6_LUNG	Calu-6	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-8.2,-3.9,1.92,-15,-.56,-12,6.64,-24	15.3,8.36,11.5,5.05,9.09,26.8,21.2,26.5	8	Constant	NA	8	-6.615608215	0.8441
COLO677_LUNG	COLO-677	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	1.61,-7.2,-2.8,-5.9,8.92,-11,-18,-93	17.6,3.99,5.52,13.4,6.32,4.07,15.6,1.90	8	Sigmoid	8.313472186	5.003313065	-92.90422058	1.5382
COLO699_LUNG	COLO-699	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-16,.23,8.07,6.44,23.4,5.28,-25,-65	6.72,5.05,13.1,.66,12.8,2.54,3.22,1.38	8	Sigmoid	2.679037571	3.461046219	-64.97485352	1.0101
CORL105_LUNG	COR-L105	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	12.6,8.15,26.0,8.21,22.6,18.3,34.7,10.9	37.3,18.0,18.5,42.6,30.4,2.87,3.87,32.7	8	Constant	NA	8	20.18308067	0
CORL23_LUNG	COR-L23	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-10,1.25,.91,3.08,4.90,5.24,-4.5,-82	7.83,3.16,8.49,3.43,3.02,4.64,1.42,11.5	8	Sigmoid	4.251617	4.65459013	-74.41914368	0.8032
DMS114_LUNG	DMS 114	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-27,6.26,-.38,4.65,-.73,6.79,-3.6,-50	13.8,21.6,3.49,28.4,7.39,22.7,30.8,9.65	8	Sigmoid	4.73190546	7.832852364	-50.36483765	0.7432
DV90_LUNG	DV-90	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-.79,33.5,17.2,-13,-2.8,5.54,31.1,2.65	13.7,29.1,2.03,9.25,53.5,8.57,33.2,1.43	8	Constant	NA	8	8.653347969	0.04952
EBC1_LUNG	EBC-1	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-39,-2.7,-3.8,-4.5,8.46,4.07,-3.2,-8.0	24.1,8.61,4.21,2.28,22.3,8.55,3.08,.79	8	Constant	NA	8	-5.671657085	0.3943
GLC82_LUNG	GLC-82	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	.44,-5.5,1.95,-1.4,9.04,7.46,1.70,3.43	4.28,14.9,3.39,4.70,2.77,10.8,3.72,5.17	8	Constant	NA	8	2.500819683	0.08588
HARA_LUNG	HARA	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-15,-5.4,-15,8.25,17.2,8.57,19.9,6.19	15.3,12.3,9.07,12.2,3.97,18.4,3.98,.65	8	Linear	NA	8	-13.76844883	0.3296
HCC15_LUNG	HCC-15	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	2.21,-8.7,10.4,-17,12.5,-1.2,1.64,-32	4.16,12.0,5.44,5.42,14.1,4.66,8.43,3.56	8	Constant	NA	8	-0.629345536	0.827
HCC2935_LUNG	HCC2935	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	21.5,10.1,20.6,10.5,43.5,31.9,34.0,-7.9	21.4,21.6,2.62,20.2,40.3,11.8,6.80,1.77	8	Constant	NA	8	23.13110161	0
HCC4006_LUNG	HCC4006	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-12,5.48,-5.0,-3.6,.71,-3.3,6.65,-33	5.23,12.2,4.31,1.02,2.06,8.62,3.64,.95	8	Sigmoid	8.138365076	8	-32.82162094	0.3675
HCC44_LUNG	HCC-44	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-8.2,.36,3.83,-7.1,5.95,8.37,21.2,-12	7.04,12.0,6.86,.11,.33,4.24,6.95,14.4	8	Linear	NA	8	-10.75930882	0.5025
HCC78_LUNG	HCC-78	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.5,-.017,5.89,8.69,6.69,10.4,5.41,3.13	.14,13.3,5.60,1.48,.53,13.8,9.40,5.31	8	Constant	NA	8	6.502372742	0
HCC827_LUNG	HCC827	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-18,8.83,.64,-13,-9.8,22.1,50.3,26.1	39.1,70.0,60.7,41.8,8.09,21.9,25.3,21.6	8	Constant	NA	8	10.03282833	0.5981
HS229T_LUNG	Hs 229.T	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-12,11.4,8.93,8.77,-5.3,10.7,12.8,20.7	6.07,4.09,8.17,4.45,2.14,5.98,9.60,6.89	8	Linear	NA	8	-11.4328413	0.1337
IALM_LUNG	IA-LM	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.3,2.34,-.41,-21,16.2,12.0,.52,-56	4.40,6.55,8.10,4.69,7.00,2.09,7.11,.90	8	Sigmoid	4.68627739	6.588274479	-55.64250946	0.8639
KNS62_LUNG	KNS-62	Sorafenib	RTK	.0080,.025,.080,.25,.80,2.53,8	6.55,9.89,-2.1,3.69,-2.5,13.6,14.5	8.43,30.3,2.33,29.6,11.1,6.24,4.47	7	Constant	NA	8	7.145657539	0.0401
LC1SQSF_LUNG	LC-1/sq-SF	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	3.97,-7.7,4.16,7.74,17.6,14.1,23.6,-2.2	2.24,14.4,6.60,5.92,6.87,.94,10.2,.66	8	Linear	NA	8	-5.474972725	0.05495
LCLC103H_LUNG	LCLC-103H	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.5,2.78,-4.2,-2.9,-.28,2.01,-3.2,-35	10.8,17.6,7.73,8.24,10.3,3.53,10.7,9.19	8	Sigmoid	4.425852299	8	-34.54129791	0.4543
LOUNH91_LUNG	LOU-NH91	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-27,4.44,.37,1.37,-15,5.55,-4.0,-36	3.39,18.2,2.64,16.5,1.85,1.25,28.0,38.9	8	Constant	NA	8	-8.652963638	1.0337
LU99_LUNG	LU99	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-.50,-10,21.3,12.0,6.62,-.90,-24,-78	.23,10.3,.27,6.56,8.40,6.58,2.40,4.40	8	Sigmoid	5.272282124	4.511263371	-77.71759033	1.1541
LUDLU1_LUNG	LUDLU-1	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-21,25.8,-20,-.035,11.9,4.99,22.4,-43	8.20,20.3,5.88,11.4,25.9,16.3,16.2,2.71	8	Constant	NA	8	-5.610257626	0.6557
MORCPR_LUNG	MOR/CPR	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-15,-13,.91,20.9,4.13,27.4,13.0,2.12	5.33,12.0,.58,15.6,9.29,.87,27.4,8.90	8	Linear	NA	8	-17.78753471	0.1042
NCIH1048_LUNG	NCI-H1048	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	9.28,-1.6,14.4,-14,10.9,29.0,6.18,-56	6.83,28.0,21.7,.082,13.0,22.4,14.0,4.51	8	Sigmoid	5.90554142	7.31484127	-55.81800461	0.6078
NCIH1092_LUNG	NCI-H1092	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.5,-2.0,10.7,8.21,10.8,5.99,24.8,4.78	6.23,1.01,10.8,27.1,3.28,.95,25.4,16.6	8	Constant	NA	8	5.992979527	0
NCIH1155_LUNG	NCI-H1155	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-21,-17,12.6,-3.6,18.4,29.4,15.5,-.82	13.3,4.32,10.4,1.23,45.2,14.2,14.3,27.4	8	Constant	NA	8	1.471071959	0.4457
NCIH1184_LUNG	NCI-H1184	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	60.5,.46,41.5,-31,2.06,24.1,12.8,-21	49.8,17.7,.30,38.9,37.2,33.1,26.0,10.5	8	Constant	NA	8	7.116984844	0.4186
NCIH1299_LUNG	NCI-H1299	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-16,-3.6,-30,-16,-6.6,6.20,2.67,-13	15.0,4.21,6.66,8.59,6.86,9.48,6.95,17.9	8	Constant	NA	8	-6.248535633	1.5557
NCIH1339_LUNG	NCI-H1339	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-12,2.27,16.2,15.8,15.4,3.52,-9.1,-68	.72,1.82,7.55,1.20,4.18,23.8,1.49,5.48	8	Sigmoid	4.122719288	5.292191029	-67.52592468	0.7501
NCIH1341_LUNG	NCI-H1341	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-1.9,-23,-25,30.3,27.6,-1.8,10.0,-4.7	62.4,34.0,2.43,9.16,36.7,12.3,28.3,27.9	8	Constant	NA	8	1.488507628	0.6177
NCIH1355_LUNG	NCI-H1355	Sorafenib	RTK	.0080,.025,.080,.25,.80,2.53,8	5.65,10.1,2.15,24.8,41.0,29.1,-16	20.6,5.73,15.0,10.9,20.9,4.87,15.8	7	Linear	NA	8	-15.85542583	0.08526
NCIH1373_LUNG	NCI-H1373	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-14,11.1,12.5,9.97,-5.9,.71,1.13,-3.7	17.2,2.03,.21,33.6,21.0,7.21,9.86,.49	8	Constant	NA	8	1.741804481	0.1644
NCIH1563_LUNG	NCI-H1563	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	9.83,-2.7,11.3,-12,15.6,22.6,23.7,6.10	12.6,6.85,8.03,2.34,12.4,14.5,7.82,13.9	8	Constant	NA	8	10.16370869	0.1783
NCIH1568_LUNG	NCI-H1568	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	21.7,-5.8,24.7,-4.4,24.4,4.08,18.2,-52	1.33,21.1,13.0,1.27,12.6,15.0,3.66,.62	8	Sigmoid	8.262275672	7.921915531	-52.48420334	0.7917
NCIH1573_LUNG	NCI-H1573	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	21.2,-13,-14,-4.7,2.45,3.87,38.8,-3.7	20.5,9.71,2.16,.17,31.3,8.06,10.9,16.3	8	Linear	NA	8	-16.66059303	0.3309
NCIH1581_LUNG	NCI-H1581	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-.027,13.7,-7.0,13.6,6.31,42.2,-2.0,-10	22.5,12.5,5.17,30.6,2.00,53.0,11.2,19.1	8	Constant	NA	8	5.161666393	0.106
NCIH1648_LUNG	NCI-H1648	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	2.87,-8.9,-11,-21,.61,20.9,1.43,2.37	20.0,4.33,18.6,8.74,11.9,6.97,11.0,1.99	8	Constant	NA	8	-2.425483942	0.5777
NCIH1650_LUNG	NCI-H1650	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-7.5,-7.7,-13,-4.9,13.2,14.0,20.6,-36	11.6,15.0,6.51,12.8,9.41,13.2,12.1,28.0	8	Linear	NA	8	-35.49110413	0.5556
NCIH1651_LUNG	NCI-H1651	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	7.08,19.4,-.85,3.67,11.8,12.3,-8.2,-27	3.73,5.38,16.9,.097,11.4,6.82,1.93,10.9	8	Sigmoid	2.568104506	8	-27.16765976	0.2962
NCIH1666_LUNG	NCI-H1666	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-37,-3.3,6.47,9.18,5.11,16.7,-17,-28	4.16,5.96,28.7,.21,17.6,23.9,14.7,13.7	8	Sigmoid	2.277161837	8	-27.96682167	0.6144
NCIH1693_LUNG	NCI-H1693	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-13,-24,-.70,.61,10.6,5.96,43.6,-16	2.72,5.06,9.31,2.48,14.4,13.0,7.45,2.40	8	Constant	NA	8	-1.886012077	0.4801
NCIH1694_LUNG	NCI-H1694	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	6.24,-19,15.1,15.5,-.61,-23,33.3,-6.8	14.8,16.2,18.8,16.6,8.78,4.40,25.6,5.72	8	Constant	NA	8	-0.182826906	0.1786
NCIH1703_LUNG	NCI-H1703	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.9,11.9,-7.5,9.72,6.46,-9.3,-59,-54	14.9,15.3,8.54,6.68,13.5,23.6,5.50,1.01	8	Sigmoid	1.030020237	1.57709527	-56.34415817	1.7395
NCIH1792_LUNG	NCI-H1792	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-11,-.036,-9.2,-2.0,5.28,16.9,7.22,-14	8.24,2.59,11.3,14.4,16.2,1.35,9.13,5.74	8	Linear	NA	8	-14.27552605	0.3336
NCIH1793_LUNG	NCI-H1793	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	19.8,-13,7.13,-4.4,51.8,41.5,59.4,8.64	22.3,17.9,8.06,16.3,11.8,23.2,6.24,14.4	8	Linear	NA	8	-7.85561657	0.04823
NCIH1869_LUNG	NCI-H1869	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	34.7,-15,5.95,20.0,41.3,9.03,-4.0,3.90	50.8,20.1,6.89,19.8,40.4,32.1,11.4,23.6	8	Constant	NA	8	5.191120148	0.2687
NCIH1915_LUNG	NCI-H1915	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	1.47,-8.3,8.76,-6.6,16.4,28.4,5.50,-8.0	0,4.22,2.75,2.96,10.8,12.1,12.6,7.07	8	Linear	NA	8	-8.653709412	0.03571
NCIH1944_LUNG	NCI-H1944	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-13,-3.5,10.6,3.16,7.66,33.1,53.1,22.7	21.1,2.09,6.45,7.40,5.63,7.01,10.5,3.37	8	Linear	NA	8	-13.5137558	0.04412
NCIH1975_LUNG	NCI-H1975	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	3.30,-9.0,-2.1,-8.8,23.7,10.3,17.7,-14	2.61,5.03,3.22,4.06,.10,4.19,13.4,4.74	8	Linear	NA	8	-12.49035454	0.1468
